date,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-09-21,Vanderburgh County,93,102,,71,78,103
2020-09-21,Vermillion County,,,,109,82,
2020-09-21,Vigo County,101,102,,114,77,103
2020-09-21,Wabash County,108,94,,,89,102
2020-09-21,Warren County,,,,,86,
2020-09-21,Warrick County,104,93,,,77,105
2020-09-21,Washington County,,104,,,85,103
2020-09-21,Wayne County,104,94,,96,86,103
2020-09-21,Wells County,,100,,,86,101
2020-09-21,White County,,,,,89,104
2020-09-21,Whitley County,105,94,,,87,102
2020-09-22,,97,100,206,98,77,105
2020-09-22,Adams County,103,,,,86,100
2020-09-22,Allen County,94,99,207,96,76,105
2020-09-22,Bartholomew County,95,93,,,75,106
2020-09-22,Benton County,,,,,89,
2020-09-22,Blackford County,,,,,81,
2020-09-22,Boone County,102,98,,103,71,110
2020-09-22,Brown County,,,,,79,
2020-09-22,Carroll County,,,,,85,
2020-09-22,Cass County,110,104,,,83,101
2020-09-22,Clark County,99,107,,102,75,106
2020-09-22,Clay County,109,97,,106,84,
2020-09-22,Clinton County,96,96,,,84,102
2020-09-22,Crawford County,,,,98,87,
2020-09-22,Daviess County,107,123,,,88,101
2020-09-22,Dearborn County,101,97,,,78,103
2020-09-22,Decatur County,103,103,,107,85,102
2020-09-22,DeKalb County,99,,,,85,103
2020-09-22,Delaware County,95,109,,131,74,104
2020-09-22,Dubois County,101,99,,,82,104
2020-09-22,Elkhart County,104,94,,121,85,101
2020-09-22,Fayette County,110,111,,,87,102
2020-09-22,Floyd County,94,100,,,69,107
2020-09-22,Fountain County,,,,,92,
2020-09-22,Franklin County,,96,,,79,
2020-09-22,Fulton County,,,,87,83,
2020-09-22,Gibson County,107,116,,109,84,102
2020-09-22,Grant County,101,105,,101,88,102
2020-09-22,Greene County,,97,,,79,102
2020-09-22,Hamilton County,98,100,213,,60,112
2020-09-22,Hancock County,102,126,,115,77,107
2020-09-22,Harrison County,95,110,,,83,104
2020-09-22,Hendricks County,102,98,,108,74,107
2020-09-22,Henry County,108,107,,98,82,103
2020-09-22,Howard County,103,107,,,84,102
2020-09-22,Huntington County,107,104,,,88,101
2020-09-22,Jackson County,132,76,,67,84,101
2020-09-22,Jasper County,100,103,,113,85,101
2020-09-22,Jay County,101,96,,,82,
2020-09-22,Jefferson County,101,106,,,86,103
2020-09-22,Jennings County,,119,,,84,101
2020-09-22,Johnson County,102,112,,108,74,106
2020-09-22,Knox County,106,113,,,89,102
2020-09-22,Kosciusko County,100,100,,,80,102
2020-09-22,LaGrange County,139,,,107,98,100
2020-09-22,Lake County,99,96,149,101,73,106
2020-09-22,LaPorte County,107,107,166,120,84,103
2020-09-22,Lawrence County,100,99,,,80,105
2020-09-22,Madison County,108,101,,80,78,103
2020-09-22,Marion County,91,97,137,74,69,106
2020-09-22,Marshall County,110,105,,109,87,102
2020-09-22,Martin County,,,,,79,
2020-09-22,Miami County,,109,,,82,101
2020-09-22,Monroe County,88,89,,70,59,111
2020-09-22,Montgomery County,104,94,,92,83,103
2020-09-22,Morgan County,105,103,,,77,103
2020-09-22,Newton County,,,,,94,
2020-09-22,Noble County,113,106,,,87,101
2020-09-22,Ohio County,,,,,85,
2020-09-22,Orange County,,,,,91,
2020-09-22,Owen County,,,,,77,
2020-09-22,Parke County,,,,,89,
2020-09-22,Perry County,,,,,82,
2020-09-22,Pike County,,,,,87,
2020-09-22,Porter County,102,94,284,106,72,105
2020-09-22,Posey County,,,,,80,
2020-09-22,Pulaski County,,,,,90,
2020-09-22,Putnam County,112,,,,82,103
2020-09-22,Randolph County,,,,,86,104
2020-09-22,Ripley County,102,102,,,83,
2020-09-22,Rush County,,,,,81,
2020-09-22,Scott County,109,105,,,86,
2020-09-22,Shelby County,102,99,,108,80,102
2020-09-22,Spencer County,,,,,84,
2020-09-22,St. Joseph County,95,97,213,81,76,105
2020-09-22,Starke County,,105,,,88,
2020-09-22,Steuben County,113,107,,101,94,102
2020-09-22,Sullivan County,,,,,88,
2020-09-22,Switzerland County,,,,,82,
2020-09-22,Tippecanoe County,85,101,,70,69,107
2020-09-22,Tipton County,,,,,80,
2020-09-22,Union County,,,,,93,
2020-09-22,Vanderburgh County,94,106,,63,80,104
2020-09-22,Vermillion County,,,,105,86,
2020-09-22,Vigo County,97,103,,110,76,103
2020-09-22,Wabash County,104,90,,,85,101
2020-09-22,Warren County,,,,,84,
2020-09-22,Warrick County,105,94,,,78,105
2020-09-22,Washington County,,98,,,83,105
2020-09-22,Wayne County,99,99,,100,85,103
2020-09-22,Wells County,,,,,84,103
2020-09-22,White County,,,,,91,101
2020-09-22,Whitley County,103,97,,,83,103
2020-09-23,,97,98,200,95,78,105
2020-09-23,Adams County,97,113,,,89,99
2020-09-23,Allen County,95,99,244,95,75,105
2020-09-23,Bartholomew County,95,94,,105,77,106
2020-09-23,Benton County,,,,,86,
2020-09-23,Blackford County,,,,,81,
2020-09-23,Boone County,98,100,,97,74,108
2020-09-23,Brown County,,,,,84,
2020-09-23,Carroll County,,,,,84,102
2020-09-23,Cass County,108,100,,,85,101
2020-09-23,Clark County,92,106,179,105,75,107
2020-09-23,Clay County,112,103,,102,85,101
2020-09-23,Clinton County,108,100,,,87,102
2020-09-23,Crawford County,,,,98,86,
2020-09-23,Daviess County,107,131,,,88,101
2020-09-23,Dearborn County,101,95,,,80,104
2020-09-23,Decatur County,100,104,,110,84,101
2020-09-23,DeKalb County,100,103,,,86,103
2020-09-23,Delaware County,97,102,,129,75,104
2020-09-23,Dubois County,98,96,,,84,105
2020-09-23,Elkhart County,101,95,,120,86,102
2020-09-23,Fayette County,114,98,,,86,102
2020-09-23,Floyd County,93,95,,,67,109
2020-09-23,Fountain County,,,,,89,
2020-09-23,Franklin County,,,,,84,104
2020-09-23,Fulton County,,,,,85,101
2020-09-23,Gibson County,106,122,,98,85,103
2020-09-23,Grant County,105,106,,104,90,101
2020-09-23,Greene County,,100,,,82,102
2020-09-23,Hamilton County,97,98,208,,64,112
2020-09-23,Hancock County,101,127,,107,78,106
2020-09-23,Harrison County,96,105,,,85,105
2020-09-23,Hendricks County,100,98,,101,75,108
2020-09-23,Henry County,111,105,,99,82,102
2020-09-23,Howard County,104,111,,,84,103
2020-09-23,Huntington County,103,93,,,88,101
2020-09-23,Jackson County,127,78,,69,87,102
2020-09-23,Jasper County,98,101,,109,87,100
2020-09-23,Jay County,92,,,,86,101
2020-09-23,Jefferson County,105,101,,,87,103
2020-09-23,Jennings County,,108,,,87,100
2020-09-23,Johnson County,100,116,,106,72,106
2020-09-23,Knox County,106,123,,,92,101
2020-09-23,Kosciusko County,101,97,,,82,103
2020-09-23,LaGrange County,,,,103,97,101
2020-09-23,Lake County,102,98,145,96,74,106
2020-09-23,LaPorte County,110,106,,121,86,103
2020-09-23,Lawrence County,100,102,,,81,105
2020-09-23,Madison County,106,101,,81,79,103
2020-09-23,Marion County,90,97,132,73,69,107
2020-09-23,Marshall County,108,107,,115,87,102
2020-09-23,Martin County,,,,,80,
2020-09-23,Miami County,,110,,,85,102
2020-09-23,Monroe County,85,90,,67,59,111
2020-09-23,Montgomery County,102,101,,,86,103
2020-09-23,Morgan County,105,102,,,77,104
2020-09-23,Newton County,,,,,94,
2020-09-23,Noble County,107,100,,,87,101
2020-09-23,Ohio County,,,,,81,
2020-09-23,Orange County,,,,,90,103
2020-09-23,Owen County,,,,,77,105
2020-09-23,Parke County,,,,,92,
2020-09-23,Perry County,,,,,81,
2020-09-23,Pike County,,,,,82,
2020-09-23,Porter County,101,94,,97,76,105
2020-09-23,Posey County,,,,,87,104
2020-09-23,Pulaski County,,,,,94,
2020-09-23,Putnam County,103,,,,86,103
2020-09-23,Randolph County,,,,,86,103
2020-09-23,Ripley County,98,99,,,84,103
2020-09-23,Rush County,,,,,85,102
2020-09-23,Scott County,106,107,,,84,105
2020-09-23,Shelby County,95,99,,104,85,102
2020-09-23,Spencer County,,,,,84,103
2020-09-23,St. Joseph County,96,98,,80,78,105
2020-09-23,Starke County,,107,,,91,103
2020-09-23,Steuben County,110,,,103,98,103
2020-09-23,Sullivan County,,,,,85,
2020-09-23,Switzerland County,,,,,85,
2020-09-23,Tippecanoe County,86,101,,72,70,107
2020-09-23,Tipton County,,,,,81,
2020-09-23,Union County,,,,,99,
2020-09-23,Vanderburgh County,91,102,,72,79,104
2020-09-23,Vermillion County,,,,110,84,
2020-09-23,Vigo County,99,104,,103,78,103
2020-09-23,Wabash County,103,92,,,89,101
2020-09-23,Warren County,,,,,84,
2020-09-23,Warrick County,99,96,,,79,106
2020-09-23,Washington County,,112,,,84,104
2020-09-23,Wayne County,99,97,,99,85,103
2020-09-23,Wells County,,,,,87,100
2020-09-23,White County,114,,,,90,103
2020-09-23,Whitley County,101,100,,,85,103
2020-09-24,,97,101,205,97,77,105
2020-09-24,Adams County,97,,,,86,101
2020-09-24,Allen County,93,97,213,96,77,105
2020-09-24,Bartholomew County,93,97,,121,76,106
2020-09-24,Benton County,,,,,81,
2020-09-24,Blackford County,,,,,86,
2020-09-24,Boone County,100,97,,99,72,109
2020-09-24,Brown County,,,,,82,
2020-09-24,Carroll County,,,,,82,102
2020-09-24,Cass County,111,99,,,89,102
2020-09-24,Clark County,95,111,177,102,74,107
2020-09-24,Clay County,117,109,,102,83,102
2020-09-24,Clinton County,102,100,,,84,103
2020-09-24,Crawford County,,,,108,84,
2020-09-24,Daviess County,107,126,,,87,102
2020-09-24,Dearborn County,100,97,,,79,104
2020-09-24,Decatur County,111,117,,111,86,102
2020-09-24,DeKalb County,101,101,,,87,103
2020-09-24,Delaware County,96,106,,138,75,104
2020-09-24,Dubois County,105,106,,,81,105
2020-09-24,Elkhart County,104,93,,111,87,101
2020-09-24,Fayette County,113,102,,,89,101
2020-09-24,Floyd County,92,100,,,67,108
2020-09-24,Fountain County,,,,,91,
2020-09-24,Franklin County,,,,,83,103
2020-09-24,Fulton County,,,,,88,100
2020-09-24,Gibson County,106,119,,104,84,104
2020-09-24,Grant County,113,109,,99,87,102
2020-09-24,Greene County,,98,,,83,102
2020-09-24,Hamilton County,95,99,220,,62,112
2020-09-24,Hancock County,100,128,,103,78,107
2020-09-24,Harrison County,98,110,,,81,105
2020-09-24,Hendricks County,101,97,,103,74,107
2020-09-24,Henry County,113,108,,108,83,104
2020-09-24,Howard County,100,106,,,85,102
2020-09-24,Huntington County,106,104,,,89,101
2020-09-24,Jackson County,126,79,,61,85,102
2020-09-24,Jasper County,99,102,,116,86,101
2020-09-24,Jay County,93,104,,,82,102
2020-09-24,Jefferson County,106,103,,,89,103
2020-09-24,Jennings County,,109,,,85,101
2020-09-24,Johnson County,99,113,,111,74,106
2020-09-24,Knox County,103,113,,,90,101
2020-09-24,Kosciusko County,99,97,,,83,103
2020-09-24,LaGrange County,131,,,109,96,100
2020-09-24,Lake County,99,98,157,99,75,105
2020-09-24,LaPorte County,111,109,,122,86,102
2020-09-24,Lawrence County,100,103,,,81,105
2020-09-24,Madison County,104,105,,76,80,103
2020-09-24,Marion County,90,95,133,75,69,107
2020-09-24,Marshall County,111,107,,118,87,101
2020-09-24,Martin County,,,,,79,
2020-09-24,Miami County,,108,,,86,101
2020-09-24,Monroe County,84,89,,72,60,112
2020-09-24,Montgomery County,103,104,,98,85,102
2020-09-24,Morgan County,102,106,,,79,103
2020-09-24,Newton County,,,,,94,
2020-09-24,Noble County,111,107,,,87,100
2020-09-24,Ohio County,,,,,83,
2020-09-24,Orange County,,,,,91,103
2020-09-24,Owen County,,,,,78,106
2020-09-24,Parke County,,,,,87,
2020-09-24,Perry County,,,,,81,
2020-09-24,Pike County,,,,,86,
2020-09-24,Porter County,101,98,286,100,78,104
2020-09-24,Posey County,,,,,84,102
2020-09-24,Pulaski County,,,,,91,
2020-09-24,Putnam County,108,,,,84,103
2020-09-24,Randolph County,,,,,87,103
2020-09-24,Ripley County,102,98,,,84,103
2020-09-24,Rush County,,,,,84,101
2020-09-24,Scott County,108,112,,,86,104
2020-09-24,Shelby County,102,97,,109,84,102
2020-09-24,Spencer County,,,,,85,
2020-09-24,St. Joseph County,96,99,239,78,80,105
2020-09-24,Starke County,,114,,,87,102
2020-09-24,Steuben County,116,113,,100,96,102
2020-09-24,Sullivan County,,,,,91,
2020-09-24,Switzerland County,,,,,82,
2020-09-24,Tippecanoe County,85,101,,75,72,107
2020-09-24,Tipton County,,,,,85,
2020-09-24,Union County,,,,,92,
2020-09-24,Vanderburgh County,91,106,,56,79,104
2020-09-24,Vermillion County,,,,118,89,
2020-09-24,Vigo County,96,106,,117,77,103
2020-09-24,Wabash County,100,97,,,88,101
2020-09-24,Warren County,,,,,90,
2020-09-24,Warrick County,104,91,,,79,106
2020-09-24,Washington County,,108,,,85,105
2020-09-24,Wayne County,97,99,,106,85,104
2020-09-24,Wells County,95,99,,,84,102
2020-09-24,White County,119,,,,91,101
2020-09-24,Whitley County,103,101,,,85,103
2020-09-25,,95,97,234,101,78,104
2020-09-25,Adams County,88,111,,,89,99
2020-09-25,Allen County,90,93,208,104,76,104
2020-09-25,Bartholomew County,94,93,,127,76,105
2020-09-25,Benton County,,,,,85,
2020-09-25,Blackford County,,,,,90,
2020-09-25,Boone County,97,99,,107,71,108
2020-09-25,Brown County,,,,,84,
2020-09-25,Carroll County,,,,,82,102
2020-09-25,Cass County,104,93,,,87,101
2020-09-25,Clark County,91,108,202,106,76,105
2020-09-25,Clay County,112,102,,114,83,101
2020-09-25,Clinton County,98,95,,,82,102
2020-09-25,Crawford County,,,,127,82,
2020-09-25,Daviess County,104,118,,,86,100
2020-09-25,Dearborn County,101,91,,,80,102
2020-09-25,Decatur County,106,110,,118,86,100
2020-09-25,DeKalb County,96,99,,,86,101
2020-09-25,Delaware County,91,98,,127,74,103
2020-09-25,Dubois County,94,99,,,81,105
2020-09-25,Elkhart County,94,91,,113,87,101
2020-09-25,Fayette County,102,103,,,89,100
2020-09-25,Floyd County,93,97,,,70,106
2020-09-25,Fountain County,,100,,,89,
2020-09-25,Franklin County,,,,,83,102
2020-09-25,Fulton County,113,,,,90,98
2020-09-25,Gibson County,102,116,,109,87,103
2020-09-25,Grant County,116,109,,97,85,101
2020-09-25,Greene County,109,104,,,83,100
2020-09-25,Hamilton County,96,100,249,,63,110
2020-09-25,Hancock County,95,126,,106,79,105
2020-09-25,Harrison County,110,111,,,83,104
2020-09-25,Hendricks County,97,98,,115,76,106
2020-09-25,Henry County,101,100,,112,82,102
2020-09-25,Howard County,98,100,,,85,102
2020-09-25,Huntington County,105,98,,,84,101
2020-09-25,Jackson County,126,76,,66,85,101
2020-09-25,Jasper County,99,104,,118,88,101
2020-09-25,Jay County,94,94,,,85,102
2020-09-25,Jefferson County,105,104,,,88,101
2020-09-25,Jennings County,112,107,,,84,100
2020-09-25,Johnson County,95,109,,111,75,105
2020-09-25,Knox County,96,115,,,92,102
2020-09-25,Kosciusko County,98,99,,,80,102
2020-09-25,LaGrange County,124,117,,121,94,101
2020-09-25,Lake County,97,93,148,101,75,105
2020-09-25,LaPorte County,107,104,188,126,85,102
2020-09-25,Lawrence County,97,103,,,81,103
2020-09-25,Madison County,101,94,,85,78,103
2020-09-25,Marion County,87,95,134,76,70,106
2020-09-25,Marshall County,108,105,,110,87,101
2020-09-25,Martin County,,,,,84,
2020-09-25,Miami County,128,104,,,86,100
2020-09-25,Monroe County,87,92,,72,62,109
2020-09-25,Montgomery County,102,90,,,81,102
2020-09-25,Morgan County,104,100,,,78,103
2020-09-25,Newton County,,,,,89,
2020-09-25,Noble County,104,100,,,87,101
2020-09-25,Ohio County,,,,,78,
2020-09-25,Orange County,,,,,88,102
2020-09-25,Owen County,,,,,79,103
2020-09-25,Parke County,,,,,97,
2020-09-25,Perry County,93,,,,81,
2020-09-25,Pike County,,,,,90,
2020-09-25,Porter County,98,91,311,111,77,104
2020-09-25,Posey County,,,,,84,101
2020-09-25,Pulaski County,,,,,89,
2020-09-25,Putnam County,107,,,,82,102
2020-09-25,Randolph County,,,,,90,103
2020-09-25,Ripley County,106,110,,,82,102
2020-09-25,Rush County,,,,,85,101
2020-09-25,Scott County,105,108,,,87,101
2020-09-25,Shelby County,93,94,,105,82,101
2020-09-25,Spencer County,,,,,83,
2020-09-25,St. Joseph County,90,94,244,79,80,105
2020-09-25,Starke County,,104,,,87,103
2020-09-25,Steuben County,110,114,,107,92,102
2020-09-25,Sullivan County,,,,,92,
2020-09-25,Switzerland County,,,,,86,
2020-09-25,Tippecanoe County,87,101,212,76,69,107
2020-09-25,Tipton County,,,,,82,
2020-09-25,Union County,,,,,97,
2020-09-25,Vanderburgh County,89,100,,,79,104
2020-09-25,Vermillion County,,,,114,86,
2020-09-25,Vigo County,93,98,,108,77,103
2020-09-25,Wabash County,99,99,,,88,101
2020-09-25,Warren County,,,,,85,
2020-09-25,Warrick County,103,89,,,80,105
2020-09-25,Washington County,126,110,,,87,103
2020-09-25,Wayne County,93,88,,115,85,103
2020-09-25,Wells County,93,100,,,80,100
2020-09-25,White County,119,,,,87,101
2020-09-25,Whitley County,104,94,,,83,102
2020-09-26,,98,103,350,109,92,99
2020-09-26,Adams County,95,,,,94,
2020-09-26,Allen County,88,98,333,100,89,99
2020-09-26,Bartholomew County,102,100,,144,98,97
2020-09-26,Boone County,107,108,,117,91,99
2020-09-26,Brown County,,,,,96,
2020-09-26,Carroll County,,,,,96,
2020-09-26,Cass County,107,98,,,88,98
2020-09-26,Clark County,90,108,,119,93,100
2020-09-26,Clay County,125,115,,115,84,
2020-09-26,Clinton County,99,105,,,94,
2020-09-26,Crawford County,,,,119,,
2020-09-26,Daviess County,104,,,,91,
2020-09-26,Dearborn County,108,102,,,90,98
2020-09-26,Decatur County,104,117,,118,97,
2020-09-26,DeKalb County,100,,,,109,96
2020-09-26,Delaware County,86,98,,145,88,97
2020-09-26,Dubois County,90,108,,,93,
2020-09-26,Elkhart County,100,99,,132,110,95
2020-09-26,Fayette County,115,,,,100,
2020-09-26,Floyd County,93,100,,,88,100
2020-09-26,Franklin County,,,,,89,
2020-09-26,Fulton County,112,,,,94,
2020-09-26,Gibson County,95,,,103,96,
2020-09-26,Grant County,172,146,,128,92,96
2020-09-26,Greene County,117,,,,88,
2020-09-26,Hamilton County,95,102,,,94,100
2020-09-26,Hancock County,99,150,,126,101,99
2020-09-26,Harrison County,110,127,,,93,99
2020-09-26,Hendricks County,97,100,,111,95,99
2020-09-26,Henry County,108,108,,116,95,98
2020-09-26,Howard County,94,112,,,88,98
2020-09-26,Huntington County,117,,,,99,
2020-09-26,Jackson County,137,79,,52,94,98
2020-09-26,Jasper County,107,112,,145,97,
2020-09-26,Jay County,96,,,,109,
2020-09-26,Jefferson County,113,110,,,99,
2020-09-26,Jennings County,112,108,,,88,
2020-09-26,Johnson County,95,118,,117,92,99
2020-09-26,Knox County,97,115,,,102,
2020-09-26,Kosciusko County,110,104,,,97,97
2020-09-26,LaGrange County,151,,,120,113,
2020-09-26,Lake County,99,100,170,115,94,99
2020-09-26,LaPorte County,121,124,,156,100,98
2020-09-26,Lawrence County,99,101,,,91,99
2020-09-26,Madison County,110,106,,96,91,98
2020-09-26,Marion County,87,96,232,80,87,99
2020-09-26,Marshall County,117,119,,129,114,96
2020-09-26,Miami County,,114,,,93,95
2020-09-26,Monroe County,85,96,,78,85,101
2020-09-26,Montgomery County,113,106,,,93,
2020-09-26,Morgan County,106,113,,,92,98
2020-09-26,Newton County,,,,,106,
2020-09-26,Noble County,122,112,,,111,96
2020-09-26,Orange County,106,,,,99,
2020-09-26,Owen County,,,,,91,
2020-09-26,Perry County,96,,,,90,
2020-09-26,Porter County,101,103,,129,94,99
2020-09-26,Posey County,,,,,99,
2020-09-26,Putnam County,124,,,,96,
2020-09-26,Randolph County,,,,,94,
2020-09-26,Ripley County,112,127,,,95,
2020-09-26,Rush County,,,,,95,
2020-09-26,Scott County,115,108,,,99,
2020-09-26,Shelby County,98,104,,102,94,96
2020-09-26,Spencer County,,,,,100,
2020-09-26,St. Joseph County,90,99,,79,97,98
2020-09-26,Starke County,,122,,,102,
2020-09-26,Steuben County,121,,,118,114,
2020-09-26,Sullivan County,,,,,99,
2020-09-26,Tippecanoe County,91,105,,79,84,100
2020-09-26,Tipton County,,,,,109,
2020-09-26,Vanderburgh County,81,99,,,91,100
2020-09-26,Vermillion County,,,,,88,
2020-09-26,Vigo County,94,105,,124,87,98
2020-09-26,Wabash County,111,105,,,99,
2020-09-26,Warrick County,96,98,,,96,100
2020-09-26,Washington County,129,108,,,102,
2020-09-26,Wayne County,95,95,,118,95,98
2020-09-26,Wells County,106,,,,85,
2020-09-26,White County,154,,,,107,
2020-09-26,Whitley County,119,,,,94,
2020-09-27,,96,101,272,108,90,100
2020-09-27,Adams County,96,,,,88,
2020-09-27,Allen County,92,98,,102,87,100
2020-09-27,Bartholomew County,97,96,,139,96,100
2020-09-27,Boone County,105,100,,119,94,101
2020-09-27,Carroll County,,,,,87,
2020-09-27,Cass County,107,100,,,92,
2020-09-27,Clark County,91,105,274,129,89,100
2020-09-27,Clay County,,,,115,93,
2020-09-27,Clinton County,100,102,,,101,
2020-09-27,Crawford County,,,,110,,
2020-09-27,Daviess County,104,,,,91,
2020-09-27,Dearborn County,102,100,,,87,99
2020-09-27,Decatur County,117,,,122,99,
2020-09-27,DeKalb County,99,,,,99,98
2020-09-27,Delaware County,88,100,,150,85,99
2020-09-27,Dubois County,98,104,,,97,
2020-09-27,Elkhart County,105,100,,132,90,99
2020-09-27,Fayette County,113,,,,99,
2020-09-27,Floyd County,90,96,,,84,101
2020-09-27,Franklin County,,,,,88,
2020-09-27,Fulton County,,,,,97,
2020-09-27,Gibson County,97,,,131,93,
2020-09-27,Grant County,111,114,,130,92,99
2020-09-27,Greene County,,,,,87,
2020-09-27,Hamilton County,94,94,,,93,101
2020-09-27,Hancock County,100,145,,117,97,99
2020-09-27,Harrison County,105,119,,,91,
2020-09-27,Hendricks County,94,93,,124,94,100
2020-09-27,Henry County,109,113,,117,96,98
2020-09-27,Howard County,102,111,,,89,100
2020-09-27,Huntington County,116,,,,93,
2020-09-27,Jackson County,123,76,,51,87,99
2020-09-27,Jasper County,109,121,,133,92,
