date,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-06-12,Elkhart County,99,102,,112,84,105
2020-06-12,Fayette County,108,107,,,75,
2020-06-12,Floyd County,94,106,,,65,109
2020-06-12,Fountain County,,113,,,76,
2020-06-12,Franklin County,,,,,77,
2020-06-12,Fulton County,113,,,102,78,
2020-06-12,Gibson County,97,116,,106,79,106
2020-06-12,Grant County,101,107,,98,79,104
2020-06-12,Greene County,100,100,,,72,
2020-06-12,Hamilton County,94,105,,,55,114
2020-06-12,Hancock County,98,128,,111,65,108
2020-06-12,Harrison County,105,111,,,73,108
2020-06-12,Hendricks County,100,108,,114,64,110
2020-06-12,Henry County,95,105,,104,72,107
2020-06-12,Howard County,97,105,,,72,106
2020-06-12,Huntington County,100,109,,,77,105
2020-06-12,Jackson County,116,78,,98,72,106
2020-06-12,Jasper County,99,103,,118,77,105
2020-06-12,Jay County,94,112,,,73,
2020-06-12,Jefferson County,104,111,,,78,105
2020-06-12,Jennings County,103,115,,,74,105
2020-06-12,Johnson County,99,117,,118,65,109
2020-06-12,Knox County,101,120,,,80,103
2020-06-12,Kosciusko County,107,102,,,76,107
2020-06-12,LaGrange County,108,125,,114,90,104
2020-06-12,Lake County,102,103,164,104,70,109
2020-06-12,LaPorte County,109,112,,121,76,105
2020-06-12,Lawrence County,102,104,,,74,106
2020-06-12,Madison County,104,102,,96,72,105
2020-06-12,Marion County,85,99,164,80,65,109
2020-06-12,Marshall County,109,117,,98,76,106
2020-06-12,Martin County,,,,,74,
2020-06-12,Miami County,113,105,,,70,105
2020-06-12,Monroe County,84,99,,76,57,113
2020-06-12,Montgomery County,102,102,,92,78,105
2020-06-12,Morgan County,107,116,,,70,107
2020-06-12,Newton County,,,,,76,
2020-06-12,Noble County,105,114,,,80,105
2020-06-12,Ohio County,,,,,79,
2020-06-12,Orange County,,,,,74,
2020-06-12,Owen County,,,,,73,
2020-06-12,Parke County,,,,,83,
2020-06-12,Perry County,63,,,,73,
2020-06-12,Pike County,,,,,80,
2020-06-12,Porter County,100,108,,112,71,108
2020-06-12,Posey County,,,,,77,
2020-06-12,Pulaski County,,,,,73,
2020-06-12,Putnam County,104,,,,73,105
2020-06-12,Randolph County,,,,,75,
2020-06-12,Ripley County,103,117,,,74,
2020-06-12,Rush County,,,,,74,
2020-06-12,Scott County,99,105,,,78,
2020-06-12,Shelby County,94,107,,99,71,106
2020-06-12,Spencer County,,,,,78,
2020-06-12,St. Joseph County,93,105,285,91,72,108
2020-06-12,Starke County,,125,,,80,
2020-06-12,Steuben County,121,141,,121,84,106
2020-06-12,Sullivan County,,,,,82,
2020-06-12,Switzerland County,,,,,70,
2020-06-12,Tippecanoe County,83,100,,98,64,112
2020-06-12,Tipton County,,,,,74,
2020-06-12,Union County,,,,,81,
2020-06-12,Vanderburgh County,92,107,,69,72,107
2020-06-12,Vermillion County,,,,124,75,
2020-06-12,Vigo County,95,103,,124,69,106
2020-06-12,Wabash County,104,108,,,78,
2020-06-12,Warren County,,,,,76,
2020-06-12,Warrick County,100,106,,,70,108
2020-06-12,Washington County,105,109,,,77,
2020-06-12,Wayne County,98,101,,116,73,105
2020-06-12,Wells County,102,117,,,78,105
2020-06-12,White County,116,,,,75,
2020-06-12,Whitley County,104,103,,,74,107
2020-06-13,,96,111,392,116,92,100
2020-06-13,Adams County,94,,,,93,
2020-06-13,Allen County,86,108,,108,89,100
2020-06-13,Bartholomew County,97,111,,,88,100
2020-06-13,Boone County,105,105,,111,102,
2020-06-13,Brown County,,,,,98,
2020-06-13,Carroll County,,,,,91,
2020-06-13,Cass County,94,116,,,99,
2020-06-13,Clark County,91,118,,133,89,101
2020-06-13,Clay County,119,105,,106,94,
2020-06-13,Clinton County,96,114,,,92,
2020-06-13,Crawford County,,,,113,,
2020-06-13,Daviess County,98,,,,104,
2020-06-13,Dearborn County,98,117,,,84,
2020-06-13,Decatur County,92,124,,112,85,
2020-06-13,DeKalb County,97,,,,104,
2020-06-13,Delaware County,88,102,,149,90,99
2020-06-13,Dubois County,87,113,,,88,
2020-06-13,Elkhart County,107,113,,147,115,97
2020-06-13,Fayette County,119,,,,88,
2020-06-13,Floyd County,94,107,,,88,101
2020-06-13,Franklin County,,,,,98,
2020-06-13,Fulton County,113,,,,90,
2020-06-13,Gibson County,96,116,,102,102,
2020-06-13,Grant County,108,111,,106,89,100
2020-06-13,Greene County,110,,,,95,
2020-06-13,Hamilton County,92,107,,,96,102
2020-06-13,Hancock County,102,143,,113,95,100
2020-06-13,Harrison County,101,123,,,89,
2020-06-13,Hendricks County,94,111,,116,95,101
2020-06-13,Henry County,102,117,,116,91,
2020-06-13,Howard County,92,116,,,86,100
2020-06-13,Huntington County,109,111,,,92,
2020-06-13,Jackson County,128,80,,,96,
2020-06-13,Jasper County,105,120,,137,107,
2020-06-13,Jay County,86,,,,93,
2020-06-13,Jefferson County,116,118,,,91,
2020-06-13,Jennings County,113,130,,,88,
2020-06-13,Johnson County,91,116,,131,92,100
2020-06-13,Knox County,99,124,,,101,
2020-06-13,Kosciusko County,121,123,,,103,99
2020-06-13,LaGrange County,134,,,129,122,
2020-06-13,Lake County,105,111,184,116,90,102
2020-06-13,LaPorte County,122,133,,143,91,101
2020-06-13,Lawrence County,108,110,,,95,
2020-06-13,Madison County,109,108,,117,93,99
2020-06-13,Marion County,80,102,258,92,89,100
2020-06-13,Marshall County,120,128,,117,104,
2020-06-13,Miami County,,113,,,95,
2020-06-13,Monroe County,81,107,,87,90,102
2020-06-13,Montgomery County,122,123,,,94,
2020-06-13,Morgan County,107,127,,,96,99
2020-06-13,Newton County,,,,,105,
2020-06-13,Noble County,117,133,,,108,
2020-06-13,Orange County,97,,,,79,
2020-06-13,Owen County,,,,,96,
2020-06-13,Perry County,63,,,,96,
2020-06-13,Porter County,103,116,,129,92,101
2020-06-13,Posey County,,,,,98,
2020-06-13,Putnam County,111,,,,102,
2020-06-13,Randolph County,,,,,91,
2020-06-13,Ripley County,109,136,,,99,
2020-06-13,Rush County,,,,,90,
2020-06-13,Scott County,118,121,,,104,
2020-06-13,Shelby County,96,116,,74,91,
2020-06-13,Spencer County,,,,,112,
2020-06-13,St. Joseph County,91,108,,110,96,100
2020-06-13,Starke County,,140,,,97,
2020-06-13,Steuben County,130,,,131,100,
2020-06-13,Sullivan County,,,,,99,
2020-06-13,Tippecanoe County,84,106,,143,89,102
2020-06-13,Tipton County,,,,,91,
2020-06-13,Vanderburgh County,80,107,,,91,100
2020-06-13,Vermillion County,,,,,100,
2020-06-13,Vigo County,94,109,,159,90,100
2020-06-13,Wabash County,109,123,,,95,
2020-06-13,Warrick County,97,121,,,95,
2020-06-13,Washington County,107,113,,,104,
2020-06-13,Wayne County,92,112,,124,90,100
2020-06-13,Wells County,114,,,,91,
2020-06-13,White County,139,,,,98,
2020-06-13,Whitley County,117,,,,92,
2020-06-14,,100,107,370,111,90,100
2020-06-14,Adams County,96,,,,92,
2020-06-14,Allen County,95,106,,99,91,99
2020-06-14,Bartholomew County,105,105,,156,89,101
2020-06-14,Boone County,108,104,,113,88,
2020-06-14,Brown County,,,,,88,
2020-06-14,Carroll County,,,,,79,
2020-06-14,Cass County,98,116,,,92,
2020-06-14,Clark County,98,114,,134,87,101
2020-06-14,Clay County,,,,110,100,
2020-06-14,Clinton County,101,118,,,93,
2020-06-14,Daviess County,102,,,,100,
2020-06-14,Dearborn County,107,111,,,84,
2020-06-14,Decatur County,107,,,112,86,
2020-06-14,DeKalb County,106,,,,97,
2020-06-14,Delaware County,92,104,,149,91,99
2020-06-14,Dubois County,99,103,,,101,
2020-06-14,Elkhart County,113,113,,144,92,99
2020-06-14,Fayette County,,,,,88,
2020-06-14,Floyd County,96,98,,,83,101
2020-06-14,Franklin County,,,,,101,
2020-06-14,Fulton County,,,,,99,
2020-06-14,Gibson County,102,,,136,103,
2020-06-14,Grant County,109,113,,115,91,99
2020-06-14,Greene County,,,,,93,
2020-06-14,Hamilton County,94,96,,,91,102
2020-06-14,Hancock County,102,142,,109,91,
2020-06-14,Harrison County,105,115,,,88,
2020-06-14,Hendricks County,100,105,,111,91,100
2020-06-14,Henry County,108,121,,112,93,
2020-06-14,Howard County,104,113,,,86,100
2020-06-14,Huntington County,116,,,,90,
2020-06-14,Jackson County,130,72,,,88,
2020-06-14,Jasper County,114,129,,125,95,
2020-06-14,Jay County,,,,,86,
2020-06-14,Jefferson County,109,111,,,94,
2020-06-14,Jennings County,,,,,94,
2020-06-14,Johnson County,98,107,,115,93,100
2020-06-14,Knox County,109,131,,,103,
2020-06-14,Kosciusko County,131,120,,,90,
2020-06-14,LaGrange County,,,,115,105,
2020-06-14,Lake County,109,109,197,112,85,101
2020-06-14,LaPorte County,130,131,,128,93,99
2020-06-14,Lawrence County,108,113,,,92,
2020-06-14,Madison County,111,107,,103,88,99
2020-06-14,Marion County,87,99,285,82,86,101
2020-06-14,Marshall County,124,127,,123,101,
2020-06-14,Miami County,,113,,,90,
2020-06-14,Monroe County,87,95,,75,83,103
2020-06-14,Montgomery County,118,117,,,87,
2020-06-14,Morgan County,113,125,,,87,
2020-06-14,Noble County,122,129,,,99,
2020-06-14,Orange County,,,,,79,
2020-06-14,Owen County,,,,,99,
2020-06-14,Perry County,,,,,78,
2020-06-14,Porter County,112,110,,135,88,101
2020-06-14,Posey County,,,,,95,
2020-06-14,Putnam County,111,,,,96,
2020-06-14,Randolph County,,,,,102,
2020-06-14,Ripley County,,,,,96,
2020-06-14,Rush County,,,,,96,
2020-06-14,Scott County,117,,,,100,
2020-06-14,Shelby County,96,115,,88,89,
2020-06-14,Spencer County,,,,,99,
2020-06-14,St. Joseph County,97,107,,103,97,100
2020-06-14,Starke County,,,,,95,
2020-06-14,Steuben County,140,,,150,95,
2020-06-14,Sullivan County,,,,,95,
2020-06-14,Tippecanoe County,81,99,,126,93,101
2020-06-14,Vanderburgh County,89,98,,,91,101
2020-06-14,Vermillion County,,,,,97,
2020-06-14,Vigo County,101,108,,141,82,100
2020-06-14,Wabash County,113,122,,,95,
2020-06-14,Warrick County,101,99,,,93,
2020-06-14,Washington County,,,,,105,
2020-06-14,Wayne County,107,106,,111,89,99
2020-06-14,Wells County,,,,,95,
2020-06-14,White County,,,,,97,
2020-06-14,Whitley County,115,117,,,93,
2020-06-15,,103,106,253,102,72,107
2020-06-15,Adams County,100,108,,,86,103
2020-06-15,Allen County,103,108,,100,72,107
2020-06-15,Bartholomew County,103,102,,147,65,110
2020-06-15,Benton County,,,,,71,
2020-06-15,Blackford County,,,,,80,
2020-06-15,Boone County,108,104,,111,65,111
2020-06-15,Brown County,,,,,76,
2020-06-15,Carroll County,,,,,81,
2020-06-15,Cass County,99,120,,,79,104
2020-06-15,Clark County,103,115,,116,72,107
2020-06-15,Clay County,,94,,114,76,
2020-06-15,Clinton County,96,101,,,81,104
2020-06-15,Crawford County,,,,105,77,
2020-06-15,Daviess County,107,127,,,87,103
2020-06-15,Dearborn County,115,118,,,72,107
2020-06-15,Decatur County,106,117,,123,77,106
2020-06-15,DeKalb County,108,123,,,82,104
2020-06-15,Delaware County,95,104,,132,69,106
2020-06-15,Dubois County,100,104,,,77,107
2020-06-15,Elkhart County,113,106,,122,84,104
2020-06-15,Fayette County,,108,,,78,
2020-06-15,Floyd County,103,107,,,66,108
2020-06-15,Fountain County,,,,,77,
2020-06-15,Franklin County,,,,,74,
2020-06-15,Fulton County,,,,,79,
2020-06-15,Gibson County,105,122,,120,81,103
2020-06-15,Grant County,111,111,,99,81,104
2020-06-15,Greene County,,90,,,76,
2020-06-15,Hamilton County,100,99,285,,55,114
2020-06-15,Hancock County,104,126,,117,64,109
2020-06-15,Harrison County,102,108,,,75,107
2020-06-15,Hendricks County,107,111,,119,65,110
2020-06-15,Henry County,103,108,,110,74,105
2020-06-15,Howard County,106,108,,,71,105
2020-06-15,Huntington County,109,111,,,81,104
2020-06-15,Jackson County,128,77,,104,77,104
2020-06-15,Jasper County,109,115,,118,78,104
2020-06-15,Jay County,93,105,,,79,
2020-06-15,Jefferson County,111,114,,,83,105
2020-06-15,Jennings County,,112,,,79,104
2020-06-15,Johnson County,108,111,,112,68,109
2020-06-15,Knox County,116,125,,,81,105
2020-06-15,Kosciusko County,119,107,,,79,105
2020-06-15,LaGrange County,,,,115,92,102
2020-06-15,Lake County,111,106,182,97,71,107
2020-06-15,LaPorte County,127,121,,128,81,104
2020-06-15,Lawrence County,109,103,,,78,105
2020-06-15,Madison County,119,104,,98,74,105
2020-06-15,Marion County,91,99,174,78,66,109
2020-06-15,Marshall County,118,120,,111,80,105
2020-06-15,Martin County,,,,,82,
2020-06-15,Miami County,,103,,,77,103
2020-06-15,Monroe County,87,97,,72,57,113
2020-06-15,Montgomery County,112,108,,,79,104
2020-06-15,Morgan County,110,122,,,71,106
2020-06-15,Newton County,,,,,78,
2020-06-15,Noble County,111,121,,,86,103
2020-06-15,Ohio County,,,,,74,
2020-06-15,Orange County,,,,,80,
2020-06-15,Owen County,,,,,75,
2020-06-15,Parke County,,,,,80,
2020-06-15,Perry County,,,,,73,
2020-06-15,Pike County,,,,,75,
2020-06-15,Porter County,112,109,,107,74,107
2020-06-15,Posey County,,,,,77,
2020-06-15,Pulaski County,,,,,80,
2020-06-15,Putnam County,110,105,,,73,105
2020-06-15,Randolph County,,,,,81,
2020-06-15,Ripley County,106,109,,,77,
2020-06-15,Rush County,,,,,79,
2020-06-15,Scott County,112,112,,,82,
2020-06-15,Shelby County,105,113,,142,74,105
2020-06-15,Spencer County,,,,,80,
2020-06-15,St. Joseph County,106,110,,92,73,107
2020-06-15,Starke County,,109,,,86,
2020-06-15,Steuben County,128,148,,110,85,105
2020-06-15,Sullivan County,,,,,84,
2020-06-15,Switzerland County,,,,,72,
2020-06-15,Tippecanoe County,86,103,,89,66,110
2020-06-15,Tipton County,,,,,77,
2020-06-15,Union County,,,,,85,
2020-06-15,Vanderburgh County,100,108,,79,75,106
2020-06-15,Vermillion County,,,,126,78,
2020-06-15,Vigo County,104,109,,130,72,105
2020-06-15,Wabash County,110,107,,,82,
2020-06-15,Warren County,,,,,84,
2020-06-15,Warrick County,105,103,,,71,108
2020-06-15,Washington County,,116,,,81,106
2020-06-15,Wayne County,109,102,,115,77,106
2020-06-15,Wells County,,98,,,76,105
2020-06-15,White County,,,,,81,
2020-06-15,Whitley County,110,103,,,77,106
2020-06-16,,102,108,285,103,71,107
2020-06-16,Adams County,100,,,,86,104
2020-06-16,Allen County,101,108,300,100,72,107
2020-06-16,Bartholomew County,102,108,,,65,110
2020-06-16,Benton County,,,,,75,
2020-06-16,Blackford County,,,,,80,
2020-06-16,Boone County,106,108,,102,65,113
2020-06-16,Brown County,,,,,73,
2020-06-16,Carroll County,,,,,79,
2020-06-16,Cass County,99,128,,,77,106
2020-06-16,Clark County,108,117,,108,73,108
2020-06-16,Clay County,116,91,,112,75,
2020-06-16,Clinton County,97,117,,,77,105
2020-06-16,Crawford County,,,,101,81,
2020-06-16,Daviess County,102,130,,,83,105
2020-06-16,Dearborn County,108,113,,,73,107
2020-06-16,Decatur County,100,111,,110,75,106
2020-06-16,DeKalb County,102,,,,80,106
2020-06-16,Delaware County,96,109,,129,70,106
2020-06-16,Dubois County,97,103,,,78,108
2020-06-16,Elkhart County,110,106,,121,83,105
2020-06-16,Fayette County,,117,,,76,
2020-06-16,Floyd County,101,109,,,67,109
2020-06-16,Fountain County,,,,,79,
2020-06-16,Franklin County,,105,,,74,
2020-06-16,Fulton County,,,,90,79,
2020-06-16,Gibson County,110,115,,104,82,104
2020-06-16,Grant County,111,112,,106,79,104
2020-06-16,Greene County,,102,,,72,
2020-06-16,Hamilton County,102,105,312,,55,114
2020-06-16,Hancock County,104,127,,118,65,110
2020-06-16,Harrison County,107,113,,,75,107
2020-06-16,Hendricks County,107,111,,108,64,111
2020-06-16,Henry County,104,116,,106,75,105
2020-06-16,Howard County,102,112,,,70,106
2020-06-16,Huntington County,108,116,,,80,104
2020-06-16,Jackson County,123,79,,107,74,105
2020-06-16,Jasper County,104,111,,119,78,105
2020-06-16,Jay County,104,113,,,77,
2020-06-16,Jefferson County,106,111,,,79,104
2020-06-16,Jennings County,,123,,,81,104
2020-06-16,Johnson County,112,119,,121,66,109
2020-06-16,Knox County,112,124,,,84,103
2020-06-16,Kosciusko County,113,108,,,79,107
2020-06-16,LaGrange County,145,139,,106,89,105
2020-06-16,Lake County,109,107,194,104,70,108
2020-06-16,LaPorte County,120,120,,125,78,104
2020-06-16,Lawrence County,114,106,,,80,106
2020-06-16,Madison County,114,105,,98,74,105
2020-06-16,Marion County,94,103,173,82,66,108
2020-06-16,Marshall County,120,124,,97,78,106
2020-06-16,Martin County,,,,,84,
2020-06-16,Miami County,,110,,,76,104
2020-06-16,Monroe County,89,99,,77,58,113
2020-06-16,Montgomery County,105,104,,92,79,104
2020-06-16,Morgan County,107,115,,,72,106
2020-06-16,Newton County,,,,,85,
2020-06-16,Noble County,109,120,,,82,105
2020-06-16,Ohio County,,,,,84,
2020-06-16,Orange County,,,,,79,
2020-06-16,Owen County,,,,,75,
2020-06-16,Parke County,,,,,82,
2020-06-16,Perry County,,,,,72,
2020-06-16,Pike County,,,,,76,
2020-06-16,Porter County,110,110,,111,73,107
2020-06-16,Posey County,,,,,75,
2020-06-16,Pulaski County,,,,,76,
2020-06-16,Putnam County,112,,,,73,105
2020-06-16,Randolph County,,,,,80,
2020-06-16,Ripley County,105,106,,,74,
2020-06-16,Rush County,,,,,78,
2020-06-16,Scott County,111,111,,,80,
2020-06-16,Shelby County,104,109,,116,74,106
2020-06-16,Spencer County,,,,,80,
2020-06-16,St. Joseph County,103,108,,91,73,107
2020-06-16,Starke County,,115,,,83,
2020-06-16,Steuben County,128,137,,114,84,105
2020-06-16,Sullivan County,,,,,78,
2020-06-16,Switzerland County,,,,,73,
2020-06-16,Tippecanoe County,88,105,,92,65,111
2020-06-16,Tipton County,,,,,73,
2020-06-16,Union County,,,,,85,
2020-06-16,Vanderburgh County,101,113,,60,74,106
2020-06-16,Vermillion County,,,,120,76,
2020-06-16,Vigo County,105,110,,128,70,106
2020-06-16,Wabash County,100,110,,,78,104
2020-06-16,Warren County,,,,,88,
2020-06-16,Warrick County,108,116,,,73,107
2020-06-16,Washington County,,110,,,79,107
2020-06-16,Wayne County,109,111,,121,76,105
2020-06-16,Wells County,,,,,77,107
2020-06-16,White County,,,,,78,
2020-06-16,Whitley County,111,111,,,77,106
2020-06-17,,103,109,278,103,71,107
2020-06-17,Adams County,103,93,,,85,103
2020-06-17,Allen County,102,110,,101,72,107
2020-06-17,Bartholomew County,102,109,,127,66,110
2020-06-17,Benton County,,,,,75,
2020-06-17,Blackford County,,,,,76,
2020-06-17,Boone County,103,108,,102,64,111
2020-06-17,Brown County,,,,,76,
2020-06-17,Carroll County,,,,,76,
2020-06-17,Cass County,95,118,,,78,104
2020-06-17,Clark County,106,119,,112,71,108
2020-06-17,Clay County,109,97,,103,72,
2020-06-17,Clinton County,103,112,,,78,106
2020-06-17,Crawford County,,,,106,80,
2020-06-17,Daviess County,105,132,,,85,103
2020-06-17,Dearborn County,108,120,,,72,107
2020-06-17,Decatur County,94,118,,120,75,104
2020-06-17,DeKalb County,107,,,,80,105
2020-06-17,Delaware County,95,110,,134,69,106
2020-06-17,Dubois County,97,100,,,78,108
2020-06-17,Elkhart County,109,110,,123,82,105
2020-06-17,Fayette County,120,108,,,77,
2020-06-17,Floyd County,101,108,,,66,109
2020-06-17,Fountain County,,,,,78,
2020-06-17,Franklin County,,110,,,74,
2020-06-17,Fulton County,,,,,78,
2020-06-17,Gibson County,107,,,115,83,103
2020-06-17,Grant County,112,112,,96,80,104
2020-06-17,Greene County,,99,,,77,105
2020-06-17,Hamilton County,100,107,,,55,115
2020-06-17,Hancock County,101,135,,99,66,109
2020-06-17,Harrison County,111,105,,,77,106
2020-06-17,Hendricks County,108,112,,111,64,111
2020-06-17,Henry County,103,111,,103,75,105
2020-06-17,Howard County,105,118,,,69,106
2020-06-17,Huntington County,107,115,,,78,103
2020-06-17,Jackson County,123,82,,92,76,105
2020-06-17,Jasper County,107,110,,118,77,104
2020-06-17,Jay County,95,,,,79,
2020-06-17,Jefferson County,111,114,,,80,105
2020-06-17,Jennings County,,117,,,82,103
2020-06-17,Johnson County,108,122,,117,67,109
2020-06-17,Knox County,113,127,,,84,103
2020-06-17,Kosciusko County,116,112,,,78,107
2020-06-17,LaGrange County,,,,115,87,103
2020-06-17,Lake County,113,109,200,104,70,107
2020-06-17,LaPorte County,126,119,,135,80,104
2020-06-17,Lawrence County,109,111,,,79,106
2020-06-17,Madison County,111,107,,90,73,105
2020-06-17,Marion County,92,103,171,81,65,109
2020-06-17,Marshall County,112,116,,102,77,105
2020-06-17,Martin County,,,,,77,
2020-06-17,Miami County,,114,,,75,104
2020-06-17,Monroe County,86,100,,78,57,113
2020-06-17,Montgomery County,113,119,,,79,105
2020-06-17,Morgan County,109,125,,,72,106
2020-06-17,Newton County,,,,,78,
2020-06-17,Noble County,113,114,,,81,105
2020-06-17,Ohio County,,,,,78,
2020-06-17,Orange County,,,,,80,
2020-06-17,Owen County,,,,,76,
2020-06-17,Parke County,,,,,84,
2020-06-17,Perry County,,,,,73,
2020-06-17,Pike County,,,,,79,
2020-06-17,Porter County,108,111,,112,73,107
2020-06-17,Posey County,,,,,77,
2020-06-17,Pulaski County,,,,,77,
2020-06-17,Putnam County,104,,,,75,105
2020-06-17,Randolph County,,,,,79,
2020-06-17,Ripley County,101,106,,,74,
2020-06-17,Rush County,,,,,78,
2020-06-17,Scott County,108,104,,,80,
2020-06-17,Shelby County,98,107,,111,74,106
2020-06-17,Spencer County,,,,,81,
2020-06-17,St. Joseph County,103,109,,93,72,107
2020-06-17,Starke County,,119,,,83,
2020-06-17,Steuben County,130,,,112,84,104
2020-06-17,Sullivan County,,,,,76,
2020-06-17,Switzerland County,,,,,71,
2020-06-17,Tippecanoe County,89,108,,93,65,110
2020-06-17,Tipton County,,,,,72,
2020-06-17,Union County,,,,,86,
2020-06-17,Vanderburgh County,98,113,,64,75,106
2020-06-17,Vermillion County,,,,111,74,
2020-06-17,Vigo County,101,113,,123,69,106
2020-06-17,Wabash County,110,111,,,79,104
2020-06-17,Warren County,,,,,78,
2020-06-17,Warrick County,109,111,,,74,108
2020-06-17,Washington County,,118,,,80,105
2020-06-17,Wayne County,107,110,,110,75,104
2020-06-17,Wells County,,,,,77,104
2020-06-17,White County,120,,,,77,
2020-06-17,Whitley County,108,109,,,76,106
2020-06-18,,102,110,275,104,71,107
2020-06-18,Adams County,108,,,,83,104
2020-06-18,Allen County,101,108,279,102,71,107
2020-06-18,Bartholomew County,99,107,,131,65,110
2020-06-18,Benton County,,,,,74,
2020-06-18,Blackford County,,,,,76,
2020-06-18,Boone County,111,108,,108,64,112
2020-06-18,Brown County,,,,,73,
2020-06-18,Carroll County,,,,,79,
2020-06-18,Cass County,100,115,,,77,106
2020-06-18,Clark County,105,119,,111,71,108
2020-06-18,Clay County,117,105,,112,71,
2020-06-18,Clinton County,109,109,,,75,106
2020-06-18,Crawford County,,,,108,79,
2020-06-18,Daviess County,104,131,,,84,104
2020-06-18,Dearborn County,109,115,,,69,108
2020-06-18,Decatur County,100,124,,118,73,105
2020-06-18,DeKalb County,104,,,,80,105
2020-06-18,Delaware County,97,107,,137,69,106
2020-06-18,Dubois County,100,104,,,76,107
2020-06-18,Elkhart County,108,107,,122,83,105
2020-06-18,Fayette County,107,114,,,76,
2020-06-18,Floyd County,97,109,,,65,109
2020-06-18,Fountain County,,,,,79,
2020-06-18,Franklin County,,,,,72,
2020-06-18,Fulton County,,,,,73,
2020-06-18,Gibson County,103,115,,109,81,104
2020-06-18,Grant County,107,116,,107,77,105
2020-06-18,Greene County,,95,,,76,
2020-06-18,Hamilton County,100,108,305,,55,114
2020-06-18,Hancock County,106,127,,92,64,109
2020-06-18,Harrison County,104,110,,,75,107
2020-06-18,Hendricks County,107,113,,113,64,111
2020-06-18,Henry County,108,113,,103,72,106
2020-06-18,Howard County,105,114,,,70,105
2020-06-18,Huntington County,109,112,,,78,104
2020-06-18,Jackson County,125,80,,97,74,105
2020-06-18,Jasper County,114,115,,123,74,104
2020-06-18,Jay County,98,115,,,77,
2020-06-18,Jefferson County,108,107,,,79,105
2020-06-18,Jennings County,101,118,,,80,104
2020-06-18,Johnson County,107,120,,117,66,109
2020-06-18,Knox County,109,117,,,82,104
2020-06-18,Kosciusko County,117,113,,,78,106
2020-06-18,LaGrange County,107,,,117,86,105
2020-06-18,Lake County,110,112,208,103,70,107
2020-06-18,LaPorte County,124,121,,132,79,103
2020-06-18,Lawrence County,108,106,,,79,106
2020-06-18,Madison County,110,108,,97,72,105
2020-06-18,Marion County,92,103,161,82,65,109
2020-06-18,Marshall County,118,119,,109,76,104
2020-06-18,Martin County,,,,,81,
2020-06-18,Miami County,,111,,,79,104
2020-06-18,Monroe County,84,100,,74,57,113
2020-06-18,Montgomery County,110,122,,95,78,104
2020-06-18,Morgan County,107,122,,,72,106
2020-06-18,Newton County,,,,,78,
2020-06-18,Noble County,111,116,,,81,104
2020-06-18,Ohio County,,,,,70,
2020-06-18,Orange County,,,,,82,
2020-06-18,Owen County,,,,,74,
2020-06-18,Parke County,,,,,84,
2020-06-18,Perry County,,,,,70,
2020-06-18,Pike County,,,,,75,
2020-06-18,Porter County,113,118,,112,73,106
2020-06-18,Posey County,,,,,77,
2020-06-18,Pulaski County,,,,,78,
2020-06-18,Putnam County,105,,,,73,105
2020-06-18,Randolph County,,,,,79,
2020-06-18,Ripley County,100,105,,,72,
2020-06-18,Rush County,,,,,79,
2020-06-18,Scott County,103,112,,,82,
2020-06-18,Shelby County,102,108,,109,74,106
2020-06-18,Spencer County,,,,,82,
2020-06-18,St. Joseph County,105,110,,94,72,107
2020-06-18,Starke County,,122,,,81,
2020-06-18,Steuben County,134,,,112,85,105
2020-06-18,Sullivan County,,,,,80,
2020-06-18,Switzerland County,,,,,72,
2020-06-18,Tippecanoe County,88,105,,94,65,110
2020-06-18,Tipton County,,,,,77,
2020-06-18,Union County,,,,,79,
2020-06-18,Vanderburgh County,99,115,,66,74,106
2020-06-18,Vermillion County,,,,136,78,
2020-06-18,Vigo County,102,109,,132,69,105
2020-06-18,Wabash County,99,109,,,75,104
2020-06-18,Warren County,,,,,84,
2020-06-18,Warrick County,110,111,,,73,107
2020-06-18,Washington County,,101,,,79,106
2020-06-18,Wayne County,106,114,,115,74,106
2020-06-18,Wells County,102,103,,,79,105
2020-06-18,White County,129,,,,77,
2020-06-18,Whitley County,109,111,,,77,106
2020-06-19,,98,106,312,106,70,105
2020-06-19,Adams County,93,94,,,82,
2020-06-19,Allen County,91,107,257,101,71,107
2020-06-19,Bartholomew County,99,109,,156,63,109
2020-06-19,Benton County,,,,,71,
2020-06-19,Blackford County,,,,,80,
2020-06-19,Boone County,99,109,,107,63,110
2020-06-19,Brown County,,,,,75,
2020-06-19,Carroll County,,,,,78,
2020-06-19,Cass County,90,106,,,75,104
2020-06-19,Clark County,98,120,,120,70,107
2020-06-19,Clay County,109,96,,112,68,
2020-06-19,Clinton County,97,102,,,77,105
2020-06-19,Crawford County,,,,111,75,
2020-06-19,Daviess County,98,130,,,80,
2020-06-19,Dearborn County,105,110,,,70,105
2020-06-19,Decatur County,99,109,,118,71,
2020-06-19,DeKalb County,98,115,,,78,104
2020-06-19,Delaware County,89,103,,130,69,105
2020-06-19,Dubois County,98,108,,,73,106
2020-06-19,Elkhart County,99,107,,115,83,104
2020-06-19,Fayette County,107,109,,,73,
