geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26
county,Kosciusko County,driving,,Indiana,United States,100,109.7,101.92,111.13,123.97,99.51,78.58,104.13,108.09,110.03,113.85,126.15,117.95,81.56,101.31,102.13,106.34,112.85,128.21,114.28,84.19,103.45,103.16,104.81,98.76,124.46,123.02,84.98,109.72,114.39,105.04,105.5,140.24,140.99,95.67,109.89,111.15,113.66,119.56,142.19,153.03,95.65,106.82,108.49,94.69,106.56,134.59,136.63,94.52,108.8,111.22,116.41,118.81,134.78,139.92,97.39,114.94,117.92,117.06,107.69,126.99,119.7,84.25,94.06,89.93,86.64,88.22,99.98,77.06,48.92,77.55,78.67,69.29,66.51,74.87,57.38,48.13,75.91,79.36,79.56,79.52,96.51,66.34,54.08,83.86,82.94,88.53,83.63,93.87,83.46,48.38,83.13,87.87,90.96,97.34,94.32,92.12,69.42,108.38,100.2,99.02,105.83,125.47,95.38,79.2,107.6,110.09,106.36,107.34,138.22,130.31,96.47,123.25,114.76,122.97,135.11,148.32,133.39,83.46,,,139.37,137.46,161.2,164.46,110.21,133.86,146,167.76,171.67,212.21,203.15,175.48,164.81,170.03,166.24,164.04,192.74,196.1,140.63,167.65,185.63,165.95,191.05,229.42,226.7,187.27,182.91,175.33,177.95,202.64,241.33,250.56,199.79,183.29,191.88,199.02,210.87,265.95,284.14,198.88,192.15,187.58,199.02,218.41,262.52,264.16,211.44,200.86,205.47,213.28,248.3,285.66,265.55,260.42,212.07,213.91,221.7,261.29,289.27,260.2,200.84,205.34,200.84,204.85,223.78,267.04,278.6,210.92,195.32,198.37,194,216.15,250.76,270.89,206.49,185.55,199.77,197.39,218.19,253.11,254.43,188.18,187.87,191.06,193.92,202.83,246.32,245.63,196.67,180.47,193.11,196.98,200.06,248.3,288.48,217.6,194.32,181.15,185.89,196.33,249.29,252.86,178.87,172.95,184.17,184.06,189.16,218.27,233.53,169.8,170.94,173.9,179.73,195.33,257.02,277.77,218.92,186.53,170.94,177.97,180.9,222.31,238.17,165.42,174.3,177.95,179.55,189.27,234.12,266.51,175.46,170.11,165.87,165.28,180.29,218.15,226.22,153.83,151.11,155.55,146.75,162.72,202.55,202.79,132.87,144.54,155.58,159.88,161.46,205.01,221.14,147.86,144.56,147.26,151.14,168.6,191.6,190.91,119.35,132.14,142.25,149.24,151.59,174.51,176.2,118.27,137.91
county,LaGrange County,driving,,Indiana,United States,100,101.16,108.89,108.7,133,91.69,80.82,108.58,109.7,107.34,122.79,128.69,112.58,78.8,101.82,105.82,106.95,116.42,136.37,124.38,81.09,104.35,113.24,110.36,100.47,124.38,126.79,78.07,111.84,105.55,112.31,114.21,157.8,125.12,99.53,131.02,115.92,111.61,123.76,141.38,147.86,98.84,111.3,111.68,91.54,108.42,152.52,140.53,101.4,115.8,124.65,122.4,127.06,160.91,148.56,101.75,122.71,123.49,118.56,126.44,142.2,120.77,94.33,115.37,115.61,115.88,103.45,112.34,92.93,53.73,80.86,80.94,67.59,73.25,77.6,59.01,43.67,71.2,71.16,69.06,81.91,84.7,58.89,53.61,77.8,79.15,81.21,75.31,69.33,71.58,39.25,69.6,91.69,77.76,79.77,77.6,86.3,55.36,97.2,92.47,94.72,101.44,110.44,94.25,67.47,98.56,99.18,92,98.49,125.39,112.93,83.97,117.31,118.98,115.64,127.17,146.27,135.79,75.39,,,144.95,150,164.64,166.93,96.04,145.11,159.98,185.87,160.21,220.15,233.97,179.15,215.8,199.18,182.26,172.05,238.63,228.53,147.24,180.63,205.98,197.83,197.75,228.14,259.78,192.39,184.51,199.11,218.17,203.73,255.63,246.23,185.17,191.3,244.99,221.55,236.34,283.89,291.27,176.13,195.54,227.76,239.56,232.49,267.78,282.1,200.31,210.68,263.16,255.32,272.79,325.7,244.8,246.93,223.45,238.35,240.8,237.23,274.42,287.54,206.33,217.62,237.03,236.49,239.32,290.76,301.67,208.31,214.79,253.88,242.51,226.32,277.1,284.43,229.85,214.05,239.79,247.59,243.21,277.8,276.32,207.73,218.17,262.89,264.44,237.38,293.05,320.61,220.19,222.13,242.43,237.27,229.62,284.47,315.88,211.49,206.56,235.21,239.29,242.74,272.32,282.18,199.61,192.66,206.52,255.9,216.81,236.34,255.05,175.97,185.79,216.93,212.07,214.09,278.69,287.89,215.02,314.6,201.36,206.52,199.22,239.52,240.64,174.07,184.12,202.52,212.73,202.45,246.31,234.2,148.1,168.21,212.03,212.73,209.82,253.42,255.4,156.37,185.48,198.84,160.36,158.04,179.5,199.73,104.74,151.51,164.95,177.17,166.89,190.95,205.71,121.62,148.41,164.32,169.33,153.84,188.35,194.06,101.16,129.08,144.02,141.34,160.33,181.37,176.9,97.83,120.77
county,LaPorte County,driving,,Indiana,United States,100,105.58,101.74,105.06,137.97,109.63,98.52,106.02,99.18,102.33,103.25,124.21,114.8,99.24,91.65,98.52,100.87,105.31,127.4,130.95,99.76,100.51,103.33,102.68,101.44,123.09,131.55,99.2,105.34,105.17,116.3,99.41,155.57,148.89,125.23,120.09,109.95,109.28,115.72,143.15,172.4,119.49,108.09,102.75,95.9,118.45,154.51,157.72,132.31,114.83,119.24,123.47,123.97,152.17,167.95,133.22,112.24,114.47,111.87,121.34,136.83,123.99,101.05,96.11,92.4,88.56,84.01,88.16,79.89,56.98,70.29,69.88,69.29,65.91,75.75,59.62,52.65,70.44,68.63,70.15,75.4,88.3,62.63,59.25,75.11,78.84,80.54,72.7,83.26,73.14,45.99,71.32,76,75.45,84.94,79.43,84.93,71.05,90.8,88.8,85.65,91.97,101.2,86.27,87.22,91.54,99.21,89.46,95.17,120.91,123.11,100.14,103.53,104.4,114.63,121.54,138.39,144.63,90.1,,,131.27,122.02,155.25,169.13,113.59,135.51,142.31,154.45,168.97,204.74,209.38,216.28,191.63,169.65,163.06,164.77,201.3,236.22,185.76,161.38,182.86,159.34,187.47,219.22,251.76,222.55,203.46,171.21,184.17,203.67,243.15,258.1,231.42,194.75,206.78,217.09,230.86,285.06,291.09,217.37,199.4,200.29,211.4,233.88,264.92,290.23,271.1,216.27,217.08,235.78,291.56,357,288.23,388.73,277.32,237.07,232.45,242.07,296.84,335.82,277.27,226.88,227.47,227.05,238.43,303.15,307.7,245.87,220.07,214.52,221.39,244.72,287.86,309.67,285.79,213.22,214.2,228.14,263.69,288.2,287.45,260.65,218.62,214.48,215.41,235.46,287.32,304.54,291.54,204.89,224.7,216.09,225.7,270.77,292.18,278.33,199.91,193.9,200.98,215.58,259.69,298.83,246.07,193.73,183.43,181.27,187.26,236.66,256.64,223.07,177.92,173.21,183.81,219.43,279.96,328.04,242.07,296.11,171.27,169.46,181.4,230.32,236.85,210.46,170.33,176.4,186.17,191.99,238.1,260.15,205.31,168.27,160.46,166.59,180.21,228.96,253.88,206.79,154.78,155.35,150.21,160.77,202.47,215.76,164.77,149.77,150.64,148.64,162.34,224.92,273.51,204.88,163.94,150.52,148.06,156.21,201.28,197.45,157.88,142.7,140.89,140.79,159.27,189.97,202.82,147.67,132.09
county,Lake County,driving,,Indiana,United States,100,104.89,104.49,108.5,129.98,109.95,88.43,104.76,102.04,103.79,106.28,125.32,118.96,84.93,97.59,98.59,100.54,106.72,128.02,124.76,92.79,100.94,102.82,115.04,109.68,122.87,122.81,89.48,104.37,108.79,109.04,119.34,150.56,132.65,105.84,118.11,108.7,110.87,114.43,136.63,136.48,104.12,105.91,105.64,110.07,119.22,146.64,143.98,110.97,114.03,116.51,120.81,126.69,146.14,149.7,113.2,114.73,116.82,115.14,115.92,133.09,115.65,91.78,96.02,89.85,83.78,84,91.75,74.52,54.24,67.95,68.76,68.76,65.87,73.62,64.99,52.6,67.88,68.02,70.86,82.82,86.11,68.78,57.68,73.36,78.55,76.32,75.87,85.86,78.53,50.85,73.15,78.99,82.81,89.24,86.53,91.22,74.33,92.24,89.81,89.81,92.4,100.13,89.84,79.71,91.11,95.64,91.19,96.77,119.05,115.21,91.41,101.65,99.77,109.25,114.6,126.76,129.31,91.52,,,124.76,115.19,144.18,138.21,99.89,133.2,131.89,145.35,151.16,175.94,160.52,146.36,130.22,154.59,151.19,162.63,190.68,180.78,133.15,146.72,175.02,158.42,174.94,200.14,187.78,157.77,172.51,158.47,166.44,186.93,211.59,198.9,167.53,173.61,187.1,186.07,201.97,239.57,218.1,163.95,169.96,183.35,189.37,207.6,214.5,222.36,193.64,178.94,192.74,205.17,232.45,256.93,199.05,206.86,199.12,185.94,191.06,201.61,227.07,219.76,177.7,179.89,185.96,177.06,199.12,227.03,219.37,161.46,182.01,177.64,187.17,197.92,235.25,223.43,184.76,170.1,175.55,188.51,193.7,219.56,215.35,169.52,177.34,175.66,180.72,191.03,224.59,208.54,175.97,186.71,188.49,189.93,197.86,222.38,209.04,175.54,169.93,172.04,173.73,182.59,212.95,206.57,176.68,164.84,164.43,163.06,173.94,198.51,199.11,157.04,168.24,168.22,165.43,178.03,224.44,212.45,153.47,154.65,151.41,158.24,166.38,196.11,186.23,154.33,157.72,158.9,165.15,169.54,199.41,204.12,154.77,148.2,148.74,153.8,165.74,198.94,202.63,157.5,141.95,143.9,152.2,165.93,189.08,193.12,140.12,143.05,147.53,152.28,157.98,192.46,200.28,156.66,145.76,146.82,150.23,153.54,183.23,181.44,129.58,134.64,137.33,141.35,152.66,172.89,177.36,126.23,130.64
county,Lake County,walking,,Indiana,United States,100,97.47,95.19,102.87,111.94,114.11,83.25,97.69,97.94,96.03,104.78,118.15,136.55,79.46,95.89,95.52,99.16,108.49,126.75,134.46,103.93,97.32,91.11,93.72,96.07,124.5,125.5,82.44,101.54,100.29,98.97,102.83,141.59,139.64,100.99,109.26,99.6,107.02,106.83,129.79,146.25,105.62,107.05,88.94,99.71,108.27,139.2,156.76,108.52,119.47,109.81,113.48,121.23,143.17,154.96,125.06,118.77,120.21,118.15,114.55,138.1,130.75,103.75,103.71,111.76,91.04,95.04,108.01,90.08,82.77,84.97,90.67,96.91,81.23,92.29,82.18,65.54,86.52,85.16,86.04,106.61,116.31,91.92,80.75,94.97,113.85,106.65,95.85,106.87,104.41,71.64,91.18,97.69,86.04,117.52,95.11,120.87,103.34,116.97,117.05,118.3,107.83,114.92,108.63,102.53,108.41,118.99,97.65,112.38,136,153.01,127.55,128.43,111.24,131.93,136.33,158.49,166.57,102.2,131.01,116.02,162.45,143.35,200.33,192.29,137.88,171.01,169.32,191.77,195.66,238.43,225.79,209.88,178.99,203.82,198.9,224.65,251.43,253.09,169.29,183.87,223.81,206.32,214.07,243.06,246.44,198.38,217.05,195.66,214.73,251.14,270.43,259.48,202.98,214.44,230.75,241.77,236.59,300.88,286.26,187.4,206.47,251.14,262.97,269.51,269.84,296.44,208.38,215.98,250.51,270.43,265.87,313.45,268.74,212.93,242.17,235.16,240.6,251.1,281.81,258.08,220.24,227.55,220.32,229.13,236.81,281.19,263.41,190.71,231.89,225.75,247.02,247.39,282.99,277.88,202.02,221.27,234.24,229.5,231.59,254.22,260.69,199.52,218,234.39,252.13,245.3,276.41,266.86,208.6,211.24,247.94,249.01,252.98,289.38,277.99,209.29,229.68,243.35,238.1,236.81,265.43,271.79,195.74,214.22,216.24,212.71,226.6,248.82,268.77,180.49,201.62,199.04,224.69,232.77,273.77,273.07,189.53,174.28,186.15,212.31,218.59,250.92,245.04,186.15,203.09,196.11,213.85,219.21,248.79,257.79,183.65,200.22,196.8,190.56,202.53,239.09,258.89,190.71,177.59,178.1,193.61,202.17,234.42,248.16,159.29,188.8,191.4,197.47,199.6,233.69,251.36,169.36,172.01,184.31,196.29,182.07,235.45,219.4,149.01,163.01,179.98,182.73,191.84,207.16,214.36,145.7,155
county,Lawrence County,driving,,Indiana,United States,100,103.98,112.43,109.57,111.32,117.87,82.58,90.06,97.32,102.57,109.94,112.99,127.96,76.62,95.5,109.46,92.93,116.9,124.24,116.34,82.2,102.38,100.93,95.27,100.26,113.1,119.69,85.07,99.37,107.07,95.57,104.62,118.09,135.82,88.16,96.5,97.73,100.86,117.42,123.38,135.55,95.64,102.16,102.27,99.37,110.87,130.42,131.12,90.13,98.99,115.52,108.23,115.34,122.45,141.03,100.45,103.65,104.73,103.02,99.03,110.91,100.63,78.59,89.43,95.38,82.43,77.81,98.62,78.48,57.3,79.45,75.54,73.49,76.32,76.55,66.23,55.77,76.47,74.53,69.58,76.32,81.05,71.07,59.64,78.97,85.85,79.49,86,90.25,76.28,46.69,79.86,86.11,87.71,93.41,100.04,90.8,71.93,98.44,99.96,110.28,112.84,118.39,96.91,71.59,113.14,114.45,94.23,107.04,133.54,131.76,82.84,112.17,109.31,122.23,134.66,136.63,130.45,78.78,,,118.24,134.14,141.44,127.59,94.97,124.72,132.58,133.8,149.22,170.48,156.55,121.22,118.62,145.2,140.06,156.07,158.56,166.87,129.71,148.55,150.37,149.14,162.06,194.42,185.85,137.27,141.14,138.09,157.82,173.08,196.28,201.12,165.45,158.56,167.13,154.95,172.45,208.3,203.8,149.33,164.97,169.29,171.37,179.41,213.63,192.11,142.26,167.65,174.53,175.61,196.39,204.24,175.76,161.21,166.79,173.9,169.4,175.69,203.91,217.98,149.4,162.58,167.13,180.31,190.25,216.72,239.24,173.45,165.12,156.74,153.02,172.26,230.19,218.62,167.16,165.45,176.88,174.27,164.52,194.3,168.39,141.47,161.58,168.43,168.17,174.13,206.22,207.07,154.77,155.17,151.41,166.9,163.03,188.83,199.37,163.51,160.28,151.23,163.1,175.61,196.31,198.85,135.15,155.25,152.79,150.48,169.96,197.39,195.35,142.63,139.72,149.59,161.62,174.09,211.06,212.99,166.2,157.67,159.98,166.46,170.51,210.72,243.82,144.71,151.75,155.99,161.06,171.93,198.03,225.32,138.38,146.28,162.73,150.37,169.36,199.48,218.54,144.12,146.35,149.55,148.25,161.28,185.55,195.12,132.5,150.89,158.82,155.4,163.44,205.4,221.26,154.95,143.34,168.88,162.66,157.63,205.92,219.81,132.95,139.8,149.44,151.97,168.13,175.39,175.76,125.43,135.03
county,Madison County,driving,,Indiana,United States,100,102.67,101.66,105.07,119.48,106.19,77.93,97.38,96.27,104.9,105.68,117.21,117.21,81.14,94.37,100.95,104.28,104.61,126.92,128.08,81.8,97.25,104.73,100.6,99.4,116.65,120.74,86.25,105.12,112.9,97.99,102.43,131.58,128.94,92.51,106.89,109.29,108.65,115.02,137.33,135.8,93.08,101.37,109.98,105.74,109.81,138.61,133.01,99.57,107.24,117.21,118.15,116.9,137.02,140.31,96.54,107.25,112.09,110.97,109.35,121.88,96.24,76.25,86.14,83.22,75.7,78.15,83,64.9,49.27,67.39,64.11,61.13,63.91,67.76,53.54,47.75,67.23,66.86,67.12,70.35,76.07,64.06,49.59,75.29,74.28,76.37,76.06,80.21,76.4,46.26,75.54,75.38,80.34,86.86,81.88,89.32,68.99,92.51,93.22,100.17,88.36,105.87,86.7,70.67,97.15,98.81,92.36,96.11,114.66,108.5,85.97,110.22,98.84,111.26,118.84,121.9,121.58,86.49,,,123.31,121.29,136.04,133.76,99.1,122,122.09,135.67,137.77,157.85,139.4,115.77,110.9,141.98,139.03,137.18,153.16,153.6,116.24,140.73,145.86,141.26,146.9,168.89,165.89,131.02,142.45,144.71,149.27,161.49,180.37,172.69,135.56,156.02,157.51,162.62,171.7,191.16,186.25,128.05,149.23,160.02,166.52,172.42,200.22,168.45,144.16,167.14,160.19,174.64,179.68,169.63,139.79,139.25,159.37,164.22,171.21,181.14,201.81,192.11,138.98,165.73,169.8,178.04,167.91,196.09,192.39,136.91,157.45,160.88,161.05,173.53,197.82,191.35,150.18,155.26,171.58,169.24,168.78,201.08,169.42,136.16,158.45,165.43,165.05,172.08,199.59,188.49,143.77,148.83,151.26,160.43,161.81,194.19,200.48,132.93,147.68,153.81,162.79,172.64,191.99,183.37,130.7,150.52,152.83,161.3,162.48,182.44,174.25,132.28,148.54,156.72,160.61,169.11,199.01,188.94,136.94,126.04,155.91,161.14,162.17,192.34,185.94,132.07,156.07,156.68,157.98,167.82,197.83,196.16,141.38,144.87,145.64,157.69,159,187.55,189.1,128.34,129.73,147.88,150.38,160.85,195.25,193.67,125.58,146.65,148.68,156.55,162.74,205.64,249.13,150.64,143.79,153.81,157.91,152.63,188.02,185.33,124.4,157.56,140.9,140.9,158.55,172.35,181.97,119.97,131.94
county,Marion County,driving,,Indiana,United States,100,102.36,105.52,105.87,122.83,110.76,78.64,95.15,100.13,106.04,105.83,122.82,115.66,80.93,93.99,101.13,101.68,103.52,121.99,116.51,79.34,96.77,103.04,103.55,102.49,119.22,116.83,85.83,102.73,107.79,106.02,108.37,132.93,123.33,88.73,102.97,108.45,111.17,125.53,133.54,131.59,88.56,101.85,109.04,109.72,116.07,136.98,138.57,94.41,108.14,119.16,117.9,124.27,134.42,131.35,91.63,102.17,108.21,107.69,105.68,111.25,88.17,68.91,79.29,73.78,67.74,66.66,76.2,60.97,43.89,60.6,58.79,52.88,54.03,58.67,50.43,41.58,56.37,55.28,56.52,59.81,67.53,55.72,43.86,59.92,61.4,63.44,64,72.17,63.29,40.77,65.66,67.68,71.92,74.95,76.95,77.21,57.55,79.16,77.08,79.21,74.56,95.09,77.91,61.47,81.81,83.98,77.65,82.83,100.67,95.51,69.2,88.31,84.22,90.58,95.19,102.4,100.59,70.42,,,98.74,100.48,115.49,112.24,80.1,104.31,104.16,108.28,114.43,139.67,116.68,94.13,92.37,116.01,115.67,117.64,135.29,131.53,89.23,112.29,120.15,117.01,123.78,139.49,141.79,105.03,122.31,121.35,126.7,134.63,149.87,139.87,108.2,127.08,130.31,133.54,139.23,162.88,148.38,102.4,127.34,133.98,140.3,144.82,168.37,146.81,113.17,133,140.98,145.3,153.17,148.47,122.27,110.13,138.61,142.41,146,152.02,172.64,162.46,122.43,139.86,144.1,148.25,148.47,175.99,170.28,116.4,136.69,138.82,138.34,149.3,174.41,165.28,123.4,133.09,147.54,143.8,138.76,161.44,147.98,115.95,136.66,140.12,139.68,145.28,167.84,157.2,116.9,128.4,136.76,139.76,145.95,169.63,165.73,120.3,136.03,136.95,145.14,148.66,175.89,163.34,116.67,133.05,136.09,136.35,139.59,158.7,153.44,112.66,126.52,132.62,134.9,145.31,169.58,155.62,117.46,104.28,132.37,133.26,138.08,163.12,157.42,111.92,126.25,131.19,136.16,142.31,166.76,158.03,112.27,124,125.95,127.43,134.56,160.56,158.03,112.27,115.22,121.42,121.7,130.88,154.11,146.77,101.07,117.43,121.15,123.52,129.52,153,146.67,104.08,111.97,116.82,121.14,120.06,147.5,140.01,100.27,110.44,113.8,117.01,130.03,143.17,141.87,96.69,111.79
county,Marion County,transit,,Indiana,United States,100,95.1,91.57,88.28,94.33,80.73,74.12,87.05,93.63,95.5,87.13,97.67,86.73,73.53,93.71,93.36,95.18,91.89,93.55,106.96,72.46,95.02,95.96,97.19,94.92,103.51,94.57,77.33,101.77,97.24,95.32,85.15,99.95,92.32,82.07,98.77,103.4,103.51,97.48,103.32,94.25,73.67,94.46,101.61,90.53,89.72,96.95,97.65,83.01,103.29,101.15,95.18,107.81,91.6,92.48,71.88,92.11,95.13,91.87,83.94,84.85,61.63,59.94,68.08,57.77,52.26,52.72,53.65,38.59,38.75,46.99,45.12,43.3,42.55,37.97,37.49,31.71,42.82,43.14,40.59,43.97,45.01,39.1,35.83,48.6,47.61,44.66,43.11,45.06,36.55,30.4,39.23,42.23,42.41,43.14,43.94,46.78,37.06,48.35,48.3,49.91,42.07,46.19,40.3,38.83,47.87,46.91,43.27,43.08,49.45,49.29,42.01,53.09,44.42,44.18,48.62,45.92,47.02,36.61,45.49,31.66,44.63,47.34,50.47,52.5,40.86,54.78,51.54,45.2,48.11,55.98,51.35,48.54,46.19,51.43,55.12,51,57.16,54.64,44.15,51.16,54.48,54.91,56.01,62.27,55.82,48.22,60.02,55.02,58.18,58.58,60.24,57.48,50.01,59.75,57.48,63.47,62.22,60.82,64.95,51.59,59.86,58.76,56.54,57.1,65.8,56.44,53.39,60.42,59.7,60.66,63.77,61.52,54.43,48.57,66.28,63.47,62.54,68.02,66.93,62.08,51.19,60.18,61.52,62.4,62.67,67.19,65.96,49.96,58.23,62.06,60.29,63.82,65.16,65.37,57.91,59.83,65.64,62.62,52.9,60.64,55.61,49.83,62.67,64.49,61.79,58.74,64.09,61.2,51.35,55.02,60.96,59.59,58.31,67.94,61.09,51.03,60.93,56.7,58.55,64.65,66.55,64.41,55.28,63.05,62.4,58.79,55.98,61.6,57.85,45.87,58.36,51.73,60.02,62.54,63.69,63.45,50.63,49.29,59.62,59.03,56.68,60.98,59.38,44.82,57.88,58.92,61.84,63.26,64.76,70.14,54.91,61.47,63.63,60.42,63.39,66.52,68.74,49.88,56.3,59.25,57.77,60.13,60.85,57.21,50.23,60.82,59.7,56.84,60.64,68.26,62.35,53.73,56.17,60.48,54.08,54.86,61.81,58.5,46.43,53.68,57.72,56.73,59.14,63.79,57.91,42.71,58.44
county,Marion County,walking,,Indiana,United States,100,97.98,92.99,98.3,148.15,160.72,84.26,83.85,87.03,90.43,90,130.07,172.77,88.11,82.98,88.16,97.76,102.95,129.81,155.03,87.86,93.8,83.76,81.17,84.09,119.4,155.56,121.24,91.9,93.06,94.07,83.65,129.49,151.05,92.42,98.95,115.66,104.03,100.71,141.86,180.13,92.5,90.15,102.43,106.47,119.75,141.86,177.56,109.41,99.99,115.83,123.63,118.97,122.91,165.24,102.5,96.54,104.57,108.35,94.55,104.58,91.48,65.09,65.89,66.58,54.96,54.25,63.07,52.39,39.4,48.99,48.51,52.45,51.85,51.17,50.12,43.13,52.78,45.44,47.39,59.41,62.93,51.58,43.9,59.27,62.92,60.47,53,60.66,60.35,37.63,50.9,51.34,54.86,56.97,59.06,66.77,52.68,68.45,63.24,67.51,57.41,76.7,68.79,54.85,71.31,76,60.09,63.68,86.84,92.96,62.55,75,69.35,81.07,83.73,86.1,90.47,61.46,72.17,66.28,88.83,93.94,111.61,114.66,80.55,97.63,95.57,99.95,107.5,140.53,123.66,100.57,100.81,114.04,113.64,114.66,151.15,173.05,95.14,108.23,113.54,115.7,120.23,127.19,153.44,103.16,116.55,110.79,118.01,128.96,152.61,146.15,114.24,123.88,128.59,129.87,133.59,168.77,164.8,97.47,123.9,133.16,142.56,146.31,177.7,159.26,117.44,125.03,135.36,141.6,148.24,162.15,131.29,113.99,157.12,148.47,147.62,156.59,202.69,193.47,128.61,133.16,140.8,140.89,140.86,195.88,221.08,117.98,128.56,130.57,132.42,149.94,196.17,204.92,134.03,122.22,130.87,139.66,128.8,177.89,180.77,128,132.27,141.56,142.6,141.99,181.12,182.37,120.42,122.2,137.62,135.46,141.73,185.35,207.42,132.94,137.53,137.99,146.42,157.05,198.43,201.41,131.21,142.52,143.62,142.07,142.43,170.05,188.5,122.17,126.6,134.12,136.08,147.68,199.93,225.11,161.82,115.87,130.63,129.64,131.74,169.56,181.81,114.14,122.62,127.61,134.75,137.48,177.2,191.4,122.02,118.55,126.51,124.59,130.99,173.21,199.41,122.95,106.69,119.93,120.31,126.24,160.79,174.84,97.87,113.56,118.88,122.07,129.63,169.49,187.35,112.37,106.91,119.72,120.98,117.95,156.54,167.96,113.58,106.23,106.19,117.21,131.34,150.27,170.1,93.47,104.96
