country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
CZ,Czechia,Prague,,,CZ-PR,,2020-08-08,-35,-11,6,-24,-6,-12
CZ,Czechia,Prague,,,CZ-PR,,2020-08-09,-29,-6,1,-24,-5,-13
CZ,Czechia,Prague,,,CZ-PR,,2020-08-10,-20,-5,-18,-27,-39,2
CZ,Czechia,Prague,,,CZ-PR,,2020-08-11,-15,-1,24,-23,-38,0
CZ,Czechia,Prague,,,CZ-PR,,2020-08-12,-14,-3,26,-22,-37,-1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-13,-18,-5,18,-24,-39,-1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-14,-24,-9,-16,-26,-40,0
CZ,Czechia,Prague,,,CZ-PR,,2020-08-15,-22,-2,12,-18,-7,-9
CZ,Czechia,Prague,,,CZ-PR,,2020-08-16,-21,-3,19,-17,-6,-13
CZ,Czechia,Prague,,,CZ-PR,,2020-08-17,-15,-3,2,-22,-39,1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-18,-14,-1,11,-22,-37,2
CZ,Czechia,Prague,,,CZ-PR,,2020-08-19,-12,-2,33,-21,-37,0
CZ,Czechia,Prague,,,CZ-PR,,2020-08-20,-17,-6,25,-23,-38,-1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-21,-27,-10,6,-25,-40,-3
CZ,Czechia,Prague,,,CZ-PR,,2020-08-22,-32,-10,-10,-24,-10,-8
CZ,Czechia,Prague,,,CZ-PR,,2020-08-23,-20,0,7,-17,-7,-11
CZ,Czechia,Prague,,,CZ-PR,,2020-08-24,-13,1,16,-20,-36,1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-25,-12,2,37,-17,-35,1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-26,-14,-1,15,-19,-34,1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-27,-14,0,15,-20,-35,1
CZ,Czechia,Prague,,,CZ-PR,,2020-08-28,-20,-6,-3,-22,-36,0
CZ,Czechia,Prague,,,CZ-PR,,2020-08-29,-24,-1,-11,-20,-12,-5
CZ,Czechia,Prague,,,CZ-PR,,2020-08-30,-17,6,-21,-21,-12,-5
CZ,Czechia,Prague,,,CZ-PR,,2020-08-31,-8,9,-8,-18,-33,4
CZ,Czechia,Prague,,,CZ-PR,,2020-09-01,-7,15,2,-12,-32,4
CZ,Czechia,Prague,,,CZ-PR,,2020-09-02,-10,10,19,-10,-28,2
CZ,Czechia,Prague,,,CZ-PR,,2020-09-03,-11,7,25,-11,-30,1
CZ,Czechia,Prague,,,CZ-PR,,2020-09-04,-16,4,7,-12,-29,-2
CZ,Czechia,Prague,,,CZ-PR,,2020-09-05,-25,-4,6,-17,-9,-6
CZ,Czechia,Prague,,,CZ-PR,,2020-09-06,-17,6,13,-17,-11,-7
CZ,Czechia,Prague,,,CZ-PR,,2020-09-07,-12,7,6,-13,-31,2
CZ,Czechia,Prague,,,CZ-PR,,2020-09-08,-11,9,28,-10,-31,1
CZ,Czechia,Prague,,,CZ-PR,,2020-09-09,-13,6,30,-11,-28,1
CZ,Czechia,Prague,,,CZ-PR,,2020-09-10,-15,7,11,-15,-32,2
CZ,Czechia,Prague,,,CZ-PR,,2020-09-11,-19,5,1,-16,-31,-1
CZ,Czechia,Prague,,,CZ-PR,,2020-09-12,-30,-4,12,-20,-9,-6
CZ,Czechia,Prague,,,CZ-PR,,2020-09-13,-23,1,10,-20,-10,-8
CZ,Czechia,Prague,,,CZ-PR,,2020-09-14,-16,5,13,-16,-28,3
CZ,Czechia,Prague,,,CZ-PR,,2020-09-15,-16,6,27,-14,-28,3
CZ,Czechia,Prague,,,CZ-PR,,2020-09-16,-16,5,24,-14,-28,3
CZ,Czechia,Prague,,,CZ-PR,,2020-09-17,-17,4,4,-19,-31,4
CZ,Czechia,Prague,,,CZ-PR,,2020-09-18,-19,4,-4,-17,-29,1
CZ,Czechia,Prague,,,CZ-PR,,2020-09-19,-26,-2,12,-19,-11,-5
CZ,Czechia,Prague,,,CZ-PR,,2020-09-20,-18,3,23,-18,-10,-6
CZ,Czechia,Prague,,,CZ-PR,,2020-09-21,-17,5,5,-18,-30,5
CZ,Czechia,Prague,,,CZ-PR,,2020-09-22,-18,6,18,-15,-29,4
CZ,Czechia,Prague,,,CZ-PR,,2020-09-23,-21,6,1,-15,-26,5
CZ,Czechia,Prague,,,CZ-PR,,2020-09-24,-20,6,4,-17,-29,5
CZ,Czechia,Prague,,,CZ-PR,,2020-09-25,-28,3,-47,-24,-31,6
CZ,Czechia,Prague,,,CZ-PR,,2020-09-26,-37,-4,-63,-41,-18,4
CZ,Czechia,Prague,,,CZ-PR,,2020-09-27,-21,16,-16,-30,-15,2
CZ,Czechia,Prague,,,CZ-PR,,2020-09-28,-64,-79,-47,-56,-82,20
CZ,Czechia,Prague,,,CZ-PR,,2020-09-29,-22,19,-25,-16,-27,6
CZ,Czechia,Prague,,,CZ-PR,,2020-09-30,-18,11,0,-14,-24,5
CZ,Czechia,Prague,,,CZ-PR,,2020-10-01,-20,9,1,-18,-24,5
CZ,Czechia,Prague,,,CZ-PR,,2020-10-02,-23,8,-14,-18,-22,3
CZ,Czechia,Prague,,,CZ-PR,,2020-10-03,-31,-3,-1,-24,-7,-4
CZ,Czechia,Prague,,,CZ-PR,,2020-10-04,-23,2,12,-22,-11,-4
CZ,Czechia,Prague,,,CZ-PR,,2020-10-05,-26,3,-32,-26,-28,8
CZ,Czechia,Prague,,,CZ-PR,,2020-10-06,-24,6,-17,-22,-28,8
CZ,Czechia,Prague,,,CZ-PR,,2020-10-07,-24,7,-12,-22,-26,8
CZ,Czechia,Prague,,,CZ-PR,,2020-10-08,-24,7,-11,-24,-28,8
CZ,Czechia,Prague,,,CZ-PR,,2020-10-09,-29,8,-19,-26,-28,6
CZ,Czechia,Prague,,,CZ-PR,,2020-10-10,-42,0,-57,-42,-15,5
CZ,Czechia,Prague,,,CZ-PR,,2020-10-11,-35,2,-22,-36,-17,2
CZ,Czechia,Prague,,,CZ-PR,,2020-10-12,-32,3,-26,-32,-33,11
CZ,Czechia,Prague,,,CZ-PR,,2020-10-13,-30,5,-32,-32,-34,12
CZ,Czechia,Prague,,,CZ-PR,,2020-10-14,-53,-3,-61,-44,-41,19
CZ,Czechia,Prague,,,CZ-PR,,2020-10-15,-47,7,-32,-40,-42,17
CZ,Czechia,Prague,,,CZ-PR,,2020-10-16,-49,6,-48,-42,-41,17
CZ,Czechia,Prague,,,CZ-PR,,2020-10-17,-53,4,-39,-45,-22,8
CZ,Czechia,Prague,,,CZ-PR,,2020-10-18,-51,-1,-16,-42,-25,6
CZ,Czechia,Prague,,,CZ-PR,,2020-10-19,-49,-1,-32,-41,-43,17
CZ,Czechia,Prague,,,CZ-PR,,2020-10-20,-48,2,-13,-40,-43,17
CZ,Czechia,Prague,,,CZ-PR,,2020-10-21,-39,11,-16,-36,-41,15
CZ,Czechia,Prague,,,CZ-PR,,2020-10-22,-62,-6,-20,-47,-46,18
CZ,Czechia,Prague,,,CZ-PR,,2020-10-23,-63,-4,-46,-49,-45,18
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-15,16,11,47,11,4,-3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-16,20,10,58,19,5,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-17,10,7,34,7,5,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-18,12,11,32,7,5,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-19,8,6,15,4,4,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-20,9,5,19,12,4,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-21,9,5,11,2,3,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-22,15,10,50,12,6,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-23,7,5,-7,9,1,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-24,4,5,17,5,1,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-25,11,9,38,7,1,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-26,4,11,15,3,1,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-27,5,11,11,4,0,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-28,2,5,-2,-1,-1,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-02-29,4,8,3,1,3,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-01,12,9,28,13,6,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-02,4,7,18,3,6,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-03,1,5,-1,-5,4,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-04,3,6,20,3,3,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-05,4,6,22,9,4,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-06,2,7,2,2,3,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-07,5,8,-5,-7,5,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-08,14,18,29,6,6,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-09,-1,6,5,-1,2,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-10,4,23,5,11,2,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-11,-2,12,10,-13,-12,4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-12,0,23,21,-13,-13,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-13,-15,14,2,-31,-16,7
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-14,-57,21,17,-25,-7,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-15,-55,18,31,-34,-10,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-16,-60,-8,-5,-49,-25,13
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-17,-64,-22,-17,-55,-35,16
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-18,-64,-20,4,-50,-37,17
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-19,-65,-20,0,-51,-38,17
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-20,-67,-17,-6,-59,-39,19
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-21,-81,-23,-64,-70,-35,15
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-22,-76,-30,-39,-69,-32,11
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-23,-63,-17,-14,-57,-38,18
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-24,-61,-16,-6,-52,-40,18
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-25,-62,-17,-11,-51,-39,19
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-26,-63,-18,-22,-54,-41,19
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-27,-64,-17,-3,-56,-40,20
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-28,-73,-20,18,-51,-25,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-29,-72,-27,-17,-60,-29,9
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-30,-59,-16,-7,-53,-39,18
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-03-31,-61,-15,-17,-52,-40,18
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-01,-60,-13,8,-47,-40,18
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-02,-58,-13,15,-48,-40,17
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-03,-61,-11,-12,-55,-40,20
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-04,-72,-17,-5,-49,-26,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-05,-64,-16,42,-48,-27,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-06,-52,-7,34,-41,-39,15
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-07,-64,5,35,-38,-40,14
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-08,-64,15,38,-34,-40,14
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-09,-55,32,36,-32,-42,12
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-10,-76,-25,45,-62,-77,26
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-11,-69,3,43,-32,-23,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-12,-61,-6,71,-35,-22,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-13,-88,-89,-14,-71,-84,29
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-14,-62,5,-16,-40,-36,15
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-15,-61,-7,12,-36,-35,15
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-16,-55,-5,33,-32,-35,13
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-17,-57,-5,21,-40,-35,14
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-18,-62,-5,36,-30,-13,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-19,-66,-16,-24,-53,-22,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-20,-52,-3,20,-34,-32,13
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-21,-52,-2,26,-32,-32,12
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-22,-53,-3,38,-33,-32,12
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-23,-52,-2,35,-32,-33,12
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-24,-55,-2,23,-38,-33,13
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-25,-60,-1,44,-25,-10,4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-26,-51,-7,59,-24,-11,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-27,-43,1,34,-31,-29,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-28,-42,1,57,-25,-29,8
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-29,-48,8,1,-32,-31,13
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-04-30,-37,24,35,-20,-31,7
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-01,-66,-36,58,-56,-76,23
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-02,-52,2,47,-27,-13,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-03,-48,-6,29,-31,-10,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-04,-41,1,19,-31,-25,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-05,-41,2,22,-29,-26,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-06,-41,11,29,-23,-26,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-07,-27,37,67,-8,-27,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-08,-65,-77,154,-35,-73,19
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-09,-37,30,115,10,-4,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-10,-39,10,46,-17,3,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-11,-33,4,-10,-29,-20,9
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-12,-25,12,20,-15,-19,8
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-13,-35,7,-10,-23,-20,10
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-14,-31,3,-41,-15,-22,8
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-15,-36,1,-42,-26,-24,11
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-16,-26,0,5,8,11,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-17,-14,-4,18,4,10,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-18,-22,-2,-14,-8,-16,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-19,-21,0,-9,-1,-16,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-20,-13,6,-14,-8,-18,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-21,-7,6,-3,-7,-20,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-22,-16,3,-3,-16,-21,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-23,-32,2,-24,-18,7,4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-24,-14,2,-3,-7,11,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-25,-13,3,-39,-18,-15,7
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-26,-8,4,-19,-12,-13,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-27,-2,2,4,1,-12,4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-28,-9,5,-30,-10,-15,7
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-29,-3,3,1,-13,-15,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-30,-6,2,32,12,14,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-05-31,-16,-5,-39,-18,4,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-01,6,6,-1,-3,-10,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-02,2,2,0,4,-9,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-03,-4,1,-7,4,-11,4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-04,2,4,-6,0,-11,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-05,-2,7,13,-15,-14,5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-06,1,3,66,21,16,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-07,9,0,25,-6,15,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-08,6,8,7,-9,-11,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-09,4,4,2,-8,-11,4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-10,-4,5,-18,-12,-14,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-11,24,16,72,8,-13,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-12,15,13,119,4,-15,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-13,18,12,170,45,19,-6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-14,15,9,54,4,14,-3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-15,13,11,40,-4,-10,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-16,19,13,83,12,-9,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-17,16,13,88,13,-11,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-18,13,14,57,0,-13,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-19,13,11,111,0,-15,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-20,7,12,71,13,5,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-21,15,7,59,6,11,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-22,19,12,114,7,-11,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-23,26,18,147,18,-10,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-24,19,17,125,21,-11,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-25,23,19,115,15,-12,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-26,22,16,167,-8,-15,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-27,20,17,216,25,16,-7
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-28,34,15,184,15,19,-7
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-29,19,19,92,-18,-16,3
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-06-30,39,20,203,13,-13,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-01,25,14,227,5,-16,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-02,28,20,194,1,-18,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-03,30,22,264,0,-21,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-04,46,37,356,46,13,-8
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-05,86,40,,56,8,-8
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-06,20,1,412,-8,-70,12
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-07,52,41,351,18,-23,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-08,39,27,315,12,-22,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-09,44,25,307,11,-22,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-10,24,16,264,-2,-23,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-11,30,34,149,7,3,-2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-12,68,29,268,34,17,-6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-13,45,32,301,7,-20,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-14,50,30,355,15,-20,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-15,40,30,,22,-21,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-16,40,30,218,10,-21,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-17,30,21,218,0,-24,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-18,30,29,187,28,5,-4
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-19,59,31,246,43,11,-5
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-20,43,29,339,17,-23,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-21,50,30,374,23,-24,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-22,44,27,,36,-23,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-23,46,26,360,29,-23,-1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-24,30,23,295,8,-25,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-25,43,34,325,65,12,-8
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-26,68,36,282,52,9,-6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-27,47,32,401,18,-28,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-28,33,29,406,19,-29,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-29,48,33,,32,-29,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-30,45,28,410,28,-30,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-07-31,28,23,353,10,-31,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-01,34,31,350,70,8,-9
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-02,59,35,276,47,8,-6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-03,36,34,214,-5,-31,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-04,37,31,217,4,-32,6
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-05,53,29,,36,-29,2
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-06,49,28,418,33,-29,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-07,29,22,355,11,-31,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-08,33,30,341,48,10,-9
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-09,55,32,314,49,13,-9
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-10,38,31,356,12,-26,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-11,49,34,392,21,-26,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-12,43,31,,29,-26,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-13,43,30,354,22,-27,0
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-14,37,26,285,9,-29,1
CZ,Czechia,South Bohemian Region,,,CZ-JC,,2020-08-15,44,38,258,42,7,-5
